,highway,osm_id,length,area,geometry
406,service,345576191,44.45,,"MultiLineString ((909247.8937398613197729 7011338.55120317451655865, 909256.17590997647494078 7011327.69178721308708191, 909231.81920539087150246 7011308.85027155745774508))"
310,service,209180596,207.08,,"MultiLineString ((910332.25689967861399055 7012162.59199472609907389, 910322.73908321582712233 7012186.67088308837264776, 910273.15738201653584838 7012300.60566902719438076, 910265.65444833703804761 7012303.96599948219954967, 910254.94551332271657884 7012303.48329999297857285, 910223.64247251162305474 7012291.87995567265897989, 910219.44572770874947309 7012289.96772614866495132))"
405,service,345576190,12.49,,"MultiLineString ((909240.32401448744349182 7011348.48247687425464392, 909247.8937398613197729 7011338.55120317451655865))"
393,service,331366530,126.43,,"MultiLineString ((910227.1601684206398204 7011222.19843604415655136, 910209.68300836626440287 7011226.33795175049453974, 910128.18600915640126914 7011245.66190775018185377, 910104.14099914499092847 7011251.36072024330496788))"
338,service,289046966,20.97,,"MultiLineString ((909034.98408176994416863 7011801.32457781862467527, 909051.50389420380815864 7011814.24526781588792801))"
335,service,283935360,2.48,,"MultiLineString ((910101.70310229668393731 7012748.7674396950751543, 910100.53424764331430197 7012750.95827540382742882))"
334,service,283935359,56.98,,"MultiLineString ((910128.54223152692429721 7012698.50834863074123859, 910101.70310229668393731 7012748.7674396950751543))"
332,service,270888661,208.36,,"MultiLineString ((910366.73254597734194249 7012987.23787163477391005, 910359.88639729341957718 7012988.38902307488024235, 910347.68578110251110047 7012993.43923779856413603, 910338.8358815845567733 7012990.72846037708222866, 910271.04231169156264514 7012946.44637079164385796, 910257.4835977127077058 7012968.16962927859276533, 910252.68572765961289406 7012970.80613134521991014, 910242.60018179379403591 7012964.5676489919424057, 910242.84508467349223793 7012958.08780195005238056, 910255.55777052219491452 7012936.73590773064643145, 910261.20166870520915836 7012934.3222189387306571, 910265.8548234204063192 7012937.03297716844826937, 910270.67495737166609615 7012939.85513740405440331, 910271.04231169156264514 7012946.44637079164385796))"
330,service,264872608,101.28,,"MultiLineString ((909887.85836048284545541 7011394.98327816836535931, 909906.05909722752403468 7011494.61285439226776361))"
329,service,264610159,35.62,,"MultiLineString ((909790.88795205287169665 7011524.38873245939612389, 909755.62193736957851797 7011529.40089244581758976))"
327,service,256974984,442.55,,"MultiLineString ((908811.30982891924213618 7011448.25997880194336176, 908747.05621883319690824 7011521.82696301396936178, 908731.52714986773207784 7011539.49947621952742338, 908722.0093334048287943 7011549.39387309923768044, 908701.57107489521149546 7011572.33852551598101854, 908684.53919280390255153 7011591.21779148187488317, 908679.65226715814787894 7011594.893405981361866, 908667.29580367996823043 7011600.10981129482388496, 908651.90031810337677598 7011601.48352713976055384, 908636.89445074438117445 7011597.28812543489038944, 908616.28921299846842885 7011579.91250294912606478, 908597.20905227644834667 7011563.81780950631946325, 908548.59583064715843648 7011522.79226734396070242, 908543.85362033930141479 7011506.7719432795420289, 908537.9870831745211035 7011493.07208567298948765, 908518.39485279493965209 7011464.68858027923852205, 908527.93493315589148551 7011453.82899245619773865, 908531.1186705925501883 7011450.2091331398114562))"
339,service,289046968,40.67,,"MultiLineString ((909051.50389420380815864 7011814.24526781588792801, 909069.30388078175019473 7011829.52363948058336973, 909082.25033756101038307 7011840.86641065217554569))"
325,service,250785121,221.25,,"MultiLineString ((909566.86860878055449575 7012758.75617009587585926, 909621.42629121814388782 7012672.49702626653015614, 909657.5272020825650543 7012610.57890953402966261, 909655.18949277582578361 7012593.8880212539806962, 909670.31781157455407083 7012567.22723106294870377))"
322,service,245026893,124.31,,"MultiLineString ((908576.29211995645891875 7011394.74195594899356365, 908663.92282310896553099 7011306.5670170160010457))"
317,service,233300046,142.71,,"MultiLineString ((909358.20022328826598823 7011989.01079629454761744, 909475.19700811209622771 7012037.85449246782809496, 909489.59061827161349356 7012044.66775703523308039))"
316,service,233300041,122.66,,"MultiLineString ((909416.09749045001808554 7011972.4325972544029355, 909425.1255011532921344 7011949.1897603664547205, 909502.79310987971257418 7011976.92523009236901999, 909517.19785198837053031 7011981.93767467886209488))"
315,service,223151905,150.66,,"MultiLineString ((910802.38137319672387093 7011317.12939511612057686, 910784.84855339687783271 7011235.91639094240963459, 910850.72742804826702923 7011220.88047409616410732))"
314,service,223151903,191.87,,"MultiLineString ((910127.15073789190500975 7011730.55818173661828041, 909956.39777096407487988 7011762.95247971918433905, 909946.12298196402844042 7011777.82234196178615093))"
313,service,223151902,66.82,,"MultiLineString ((910842.66789691487792879 7011183.68062395416200161, 910777.2009043792495504 7011197.06438237894326448))"
312,service,223151901,615.87,,"MultiLineString ((909997.88654518278781325 7011908.4592655822634697, 909991.28529937902931124 7011878.08789263665676117, 909976.16811252909246832 7011797.63030392676591873, 909946.12298196402844042 7011777.82234196178615093, 909934.03368526382837445 7011767.14796862937510014, 909918.15952587674837559 7011684.74228767305612564, 909899.65822650701738894 7011651.69857293460518122, 909876.73754335241392255 7011534.46874631009995937, 909879.11978045536670834 7011518.78254242613911629, 909888.6375969183864072 7011511.54276643134653568, 910067.30537964159157127 7011478.23988156300038099))"
323,service,246299863,82.21,,"MultiLineString ((908630.27094104222487658 7011268.2901155911386013, 908600.52637310221325606 7011299.3088707597926259, 908573.30875760305207223 7011327.56184557545930147))"
340,service,289202002,32.04,,"MultiLineString ((909903.37629749951884151 7013095.92958102282136679, 909920.63081857236102223 7013068.93290259875357151))"
341,service,289202003,32.99,,"MultiLineString ((909931.68484400818124413 7013113.791257593780756, 909949.87444880371913314 7013086.27463738061487675))"
342,service,294922435,289.49,,"MultiLineString ((909804.92533984186593443 7012917.44498466420918703, 909816.14634451374877244 7012903.57560107484459877, 909847.4827811720315367 7012850.604803959839046, 909886.73403362580575049 7012788.05404263269156218, 909901.20556742895860225 7012767.1667650667950511, 909912.51562769350130111 7012757.92068101372569799, 909923.55852118018083274 7012749.36156457103788853, 909932.54200408724136651 7012730.01539598498493433, 909933.39916416653431952 7012707.73579745087772608, 909931.95201078592799604 7012669.11797420494258404))"
392,service,331366529,106.07,,"MultiLineString ((910112.40090536198113114 7011275.78955221362411976, 910134.10820606653578579 7011270.64761099778115749, 910215.60520527651533484 7011251.30503150355070829))"
391,service,331366528,53.06,,"MultiLineString ((910209.68300836626440287 7011226.33795175049453974, 910215.60520527651533484 7011251.30503150355070829, 910221.92815235338639468 7011277.9614200796931982))"
390,service,331366526,53.06,,"MultiLineString ((910128.18600915640126914 7011245.66190775018185377, 910134.10820606653578579 7011270.64761099778115749, 910140.43115314352326095 7011297.28550124447792768))"
389,service,331366525,27.6,,"MultiLineString ((910251.99554681673180312 7011234.24573211837559938, 910227.1601684206398204 7011222.19843604415655136))"
388,service,331364293,64.72,,"MultiLineString ((908701.57107489521149546 7011572.33852551598101854, 908657.9338345043361187 7011533.80045770015567541, 908653.05804080748930573 7011529.49371025525033474))"
387,service,331364292,65.24,,"MultiLineString ((908722.0093334048287943 7011549.39387309923768044, 908678.71718343533575535 7011510.68884456716477871, 908673.12894499744288623 7011506.1964745307341218))"
386,service,329133033,261.04,,"MultiLineString ((909584.46822027477901429 7012789.65076121781021357, 909607.95663283218163997 7012750.56838086806237698, 909643.23377946473192424 7012684.69504481088370085, 909672.64438893203623593 7012635.3832307755947113, 909699.53917790774721652 7012598.51096678711473942, 909716.29276127216871828 7012576.51022588182240725, 909721.3800620015244931 7012567.89560632966458797))"
385,service,329133032,115.13,,"MultiLineString ((909526.27039048820734024 7012888.94500572420656681, 909534.15181043616030365 7012876.26394036971032619, 909557.21720892854500562 7012839.16776254028081894, 909584.46822027477901429 7012789.65076121781021357))"
384,service,329133031,44.97,,"MultiLineString ((909523.93268118146806955 7012912.52478558197617531, 909509.47227932733949274 7012935.91896682605147362, 909494.45528001931961626 7012944.84962079580873251))"
383,service,329133030,136.8,,"MultiLineString ((909594.10848817753139883 7012795.10931320022791624, 909566.31201132631395012 7012842.56545332446694374, 909548.67900398466736078 7012872.68056831043213606, 909542.73454317636787891 7012882.1310193408280611, 909523.93268118146806955 7012912.52478558197617531))"
382,service,329093805,138.47,,"MultiLineString ((909782.96200430835597217 7011870.69927540421485901, 909752.66083891445305198 7011857.77849388774484396, 909655.89080556784756482 7011815.67471325024962425))"
381,service,329093804,33.46,,"MultiLineString ((909766.17502509674523026 7011827.16597875859588385, 909752.66083891445305198 7011857.77849388774484396))"
238,service,65085671,88.41,,"MultiLineString ((909698.18108012003358454 7012429.338899165391922, 909689.44250009290408343 7012426.53548536356538534, 909678.8003567730775103 7012422.00546778738498688, 909645.12621080805547535 7012437.22930755652487278, 909643.94622420554514974 7012447.08768760319799185, 909643.34509895544033498 7012457.94862888939678669, 909643.65679352963343263 7012467.84416606649756432))"
349,service,308767854,138.21,,"MultiLineString ((909138.19951363373547792 7012610.96879721991717815, 909146.14772527641616762 7012617.52262641303241253, 909148.31845534674357623 7012627.99391143210232258, 909117.88370656385086477 7012699.82655495032668114, 909108.44381374458316714 7012714.54963472485542297, 909104.41404817788861692 7012725.22527704760432243, 909100.77390082890633494 7012734.86121691204607487))"
348,service,308767853,20.44,,"MultiLineString ((909117.88370656385086477 7012699.82655495032668114, 909099.22655990696512163 7012691.47172984946519136))"
344,service,295356940,24.26,,"MultiLineString ((909251.68973449745681137 7011172.32022528629750013, 909245.70074589271098375 7011180.35789129603654146, 909237.45197162486147135 7011191.95961750019341707))"
343,service,295079011,38.76,,"MultiLineString ((909366.11503908387385309 7011235.8792651891708374, 909358.32267472823150456 7011245.51340455189347267, 909351.27615096105728298 7011254.88767464179545641, 909342.41511949384585023 7011266.54519817885011435))"
394,service,339515129,59.03,,"MultiLineString ((908814.77186508290469646 7011529.40089244581758976, 908841.13232050288934261 7011502.65084542892873287, 908846.07490589411463588 7011502.39095644187182188, 908858.36457767756655812 7011493.31341087445616722, 908859.36645309475716203 7011492.57087181881070137))"
237,service,65085670,31.25,,"MultiLineString ((909269.53424887161236256 7012693.66254980769008398, 909296.54035733791533858 7012709.38819886930286884))"
458,service,848638251,174.54,,"MultiLineString ((909696.84524623048491776 7012857.58586327731609344, 909686.83762400841806084 7012874.50010418053716421, 909682.2735248856479302 7012882.11245262902230024, 909609.08095968910492957 7012837.57103403937071562, 909595.81167638651095331 7012859.99952883273363113, 909570.9317701943218708 7012845.29474697355180979, 909566.31201132631395012 7012842.56545332446694374))"
235,service,65085666,25.27,,"MultiLineString ((909255.02931922115385532 7012717.29745085723698139, 909276.51398094440810382 7012730.60951946582645178))"
112,service,25453274,98.34,,"MultiLineString ((908991.04627875401638448 7011392.12453844957053661, 908958.45193184970412403 7011438.19863733369857073, 908952.01766528212465346 7011444.65868537314236164, 908925.54589037131518126 7011425.31568358279764652))"
111,service,25453268,54.98,,"MultiLineString ((909246.17941970296669751 7011359.82456347346305847, 909260.66208545549307019 7011412.85970631334930658))"
34,service,23320599,203.94,,"MultiLineString ((909968.86555393319576979 7012450.72656543087214231, 909968.59838715521618724 7012453.71564489044249058, 909960.71696720691397786 7012466.3774721622467041, 909913.11675294383894652 7012543.51851136423647404, 909863.17882937379181385 7012624.78197325393557549))"
110,service,25453240,86.71,,"MultiLineString ((909108.73324442061129957 7011371.87206757068634033, 909056.06799332634545863 7011440.76037989463657141))"
109,service,25452924,57.39,,"MultiLineString ((909391.64059832273051143 7011317.11083204951137304, 909364.40071892575360835 7011297.04418197833001614, 909345.1869748147437349 7011283.41893681511282921))"
108,service,25452917,57.72,,"MultiLineString ((909325.19399426819290966 7011311.78323362674564123, 909343.8511409250786528 7011324.68456695135682821, 909372.51590980438049883 7011344.82553913537412882))"
107,service,25452715,11.41,,"MultiLineString ((909259.05908478784840554 7011163.61430981196463108, 909256.87722276826389134 7011166.25021498557180166, 909254.80668023973703384 7011168.73761925660073757, 909251.68973449745681137 7011172.32022528629750013))"
106,service,25452630,63.95,,"MultiLineString ((909155.91044461890123785 7011409.16561247501522303, 909108.73324442061129957 7011371.87206757068634033, 909105.89459740545134991 7011369.3289103340357542))"
105,service,25452628,95.34,,"MultiLineString ((909370.79045769711956382 7011287.00159438885748386, 909364.40071892575360835 7011297.04418197833001614, 909343.8511409250786528 7011324.68456695135682821, 909314.69656628626398742 7011364.05696653388440609))"
44,service,24321445,493.24,,"MultiLineString ((909584.46822027477901429 7012789.65076121781021357, 909573.03570857038721442 7012782.74402732402086258, 909460.16887685505207628 7012714.45680311787873507, 909311.98037071106955409 7012623.6865726625546813, 909319.91745040472596884 7012600.75745935831218958, 909340.38910476153250784 7012560.76627304777503014, 909353.58046442049089819 7012538.98842729348689318, 909366.04824738926254213 7012514.6299866046756506, 909378.37131502013653517 7012490.55010736733675003, 909392.44209865655284375 7012469.73787251394242048))"
45,service,24321447,348.85,,"MultiLineString ((909511.37584261992014945 7012444.76697557512670755, 909591.79304276907350868 7012501.2068838095292449, 909460.16887685505207628 7012714.45680311787873507))"
46,service,24322670,370.66,,"MultiLineString ((909494.45528001931961626 7012944.84962079580873251, 909502.78197793068829924 7012954.07735484652221203, 909512.9677113383077085 7012965.36602592188864946, 909633.01465020957402885 7013038.40857030544430017, 909803.72308934130705893 7013147.34235289599746466))"
47,service,24376785,104.71,,"MultiLineString ((909392.44209865655284375 7012469.73787251394242048, 909442.86982798587996513 7012498.79332691803574562, 909483.04503221297636628 7012522.22342544980347157))"
48,service,24376786,128.22,,"MultiLineString ((909483.11182390747126192 7012435.6883566016331315, 909467.54935909458436072 7012449.20417756773531437, 909462.57337785616982728 7012462.57149557583034039, 909455.66043747798539698 7012477.20130820013582706, 909442.86982798587996513 7012498.79332691803574562, 909430.93637857283465564 7012519.97695501521229744, 909416.99917832529172301 7012543.98265946749597788))"
104,service,25452627,237.57,,"MultiLineString ((909398.93202496960293502 7011307.14247135166078806, 909391.64059832273051143 7011317.11083204951137304, 909372.51590980438049883 7011344.82553913537412882, 909365.07976781949400902 7011353.16038952115923166, 909347.30204513960052282 7011367.1198912039399147, 909335.0123733562650159 7011369.83011643867939711, 909323.19024343381170183 7011368.38218777626752853, 909314.69656628626398742 7011364.05696653388440609, 909313.00451002630870789 7011366.6372484527528286, 909294.77037743444088846 7011353.2717684293165803, 909325.19399426819290966 7011311.78323362674564123, 909345.1869748147437349 7011283.41893681511282921, 909352.62311679974664003 7011274.11888503096997738))"
49,service,24376787,106.66,,"MultiLineString ((909378.37131502013653517 7012490.55010736733675003, 909430.93637857283465564 7012519.97695501521229744, 909471.1115827999310568 7012543.22145659010857344))"
50,service,24376788,105.48,,"MultiLineString ((909366.04824738926254213 7012514.6299866046756506, 909416.99917832529172301 7012543.98265946749597788, 909457.43041738157626241 7012567.30149497743695974))"
51,service,24376789,104.3,,"MultiLineString ((909353.58046442049089819 7012538.98842729348689318, 909443.58227272669319063 7012591.69722872320562601))"
52,service,24376790,105.02,,"MultiLineString ((909340.38910476153250784 7012560.76627304777503014, 909430.62468399840872735 7012614.4963533403351903))"
113,service,25453336,41.74,,"MultiLineString ((909143.50945334450807422 7011081.58611898496747017, 909134.69294967362657189 7011092.74220034200698137, 909129.75036428240127861 7011104.6779253026470542, 909124.70759134960826486 7011118.3771153287962079))"
53,service,24376852,76.07,,"MultiLineString ((909424.61343149549793452 7012425.79285935219377279, 909431.09222585998941213 7012430.76845493167638779, 909434.36501888919156045 7012438.95591560937464237, 909434.52086617634631693 7012444.93406681902706623, 909429.70073222497012466 7012450.55947406589984894, 909424.03457014367450029 7012451.5434566019102931, 909412.00093318882863969 7012450.72656543087214231, 909406.72438932536169887 7012452.65739923436194658, 909392.44209865655284375 7012469.73787251394242048))"
115,service,25605942,199.49,,"MultiLineString ((909685.06764410459436476 7012650.86740457732230425, 909694.5854605674976483 7012656.84571474324911833, 909708.50039691664278507 7012665.59039390366524458, 909854.86326341168023646 7012755.58131205197423697))"
117,service,25790924,174.92,,"MultiLineString ((909567.12464360916055739 7012451.7476794021204114, 909580.40505886101163924 7012453.30719918385148048, 909592.85057793150190264 7012458.65412644669413567, 909627.87168973498046398 7012481.06298911012709141, 909668.36972048575989902 7012506.0711314519867301, 909703.10140161344315857 7012533.36295762937515974, 909716.04785839235410094 7012540.23234356474131346))"
28,service,19784216,405.89,,"MultiLineString ((909426.77302961703389883 7010719.66235280130058527, 909540.63060480041895062 7010520.36813428997993469, 909577.0988699842710048 7010456.51782274059951305, 909586.54989475256297737 7010439.979933001101017, 909618.13123429066035897 7010410.9134220639243722, 909627.08132135041523725 7010392.40816987585276365, 909627.08132135041523725 7010372.10255642421543598))"
131,service,27169368,80.75,,"MultiLineString ((910564.50275332061573863 7010994.4355716435238719, 910627.94373112381435931 7010944.48453738074749708))"
130,service,27169367,80.64,,"MultiLineString ((910547.30389199312776327 7010972.71769219823181629, 910610.7003419998800382 7010922.87816692609339952))"
129,service,27169366,80.4,,"MultiLineString ((910531.44086455495562404 7010952.48484920058399439, 910594.0803420243319124 7010902.08858741912990808))"
128,service,27047663,56.94,,"MultiLineString ((910057.95454241498373449 7013315.63841214589774609, 910001.37084524484816939 7013309.2696858886629343))"
29,service,19794887,444.9,,"MultiLineString ((909413.79317699070088565 7012911.91208175756037235, 909417.5891716267215088 7012905.54367813374847174, 909443.8494395047891885 7012861.41059518419206142, 909420.42781864188145846 7012849.88070507254451513, 909379.80733645125292242 7012856.06339769624173641, 909364.58996206009760499 7012846.48301116470247507, 909339.57647247868590057 7012830.86849113646894693, 909315.17524009686894715 7012816.33086206018924713, 909290.06156297388952225 7012801.19913071487098932, 909264.11298966989852488 7012786.29022596590220928, 909256.87722276826389134 7012778.38090550620108843, 909250.66559518198482692 7012750.10422073304653168, 909248.30562197731342167 7012730.38672315608710051, 909255.02931922115385532 7012717.29745085723698139, 909269.53424887161236256 7012693.66254980769008398, 909285.16350537911057472 7012668.1710972310975194, 909299.95786570536438376 7012644.05362175032496452, 909311.98037071106955409 7012623.6865726625546813))"
127,service,27047662,75.81,,"MultiLineString ((909988.56910380336921662 7013334.57751155365258455, 910064.2663575429469347 7013338.62528569810092449))"
126,service,27047661,39.47,,"MultiLineString ((909959.72622373898047954 7013330.52973946742713451, 909979.83052377623971552 7013296.5693840030580759))"
125,service,27047660,49.5,,"MultiLineString ((909931.48446892481297255 7013325.47931112349033356, 909955.22891631093807518 7013282.04947301559150219))"
124,service,27047659,89.49,,"MultiLineString ((909904.18892978213261813 7013322.76842076051980257, 909932.9650181521428749 7013268.90359176881611347, 909946.65731551975477487 7013244.00446086935698986))"
123,service,27047658,193.03,,"MultiLineString ((909932.9650181521428749 7013268.90359176881611347, 909955.22891631093807518 7013282.04947301559150219, 909979.83052377623971552 7013296.5693840030580759, 910001.37084524484816939 7013309.2696858886629343, 909988.56910380336921662 7013334.57751155365258455, 909959.72622373898047954 7013330.52973946742713451, 909931.48446892481297255 7013325.47931112349033356, 909904.18892978213261813 7013322.76842076051980257))"
122,service,27036765,31.07,,"MultiLineString ((909183.6401297755073756 7011372.55890578869730234, 909208.53116791672073305 7011391.15924994088709354))"
121,service,27036764,53.22,,"MultiLineString ((909208.53116791672073305 7011391.15924994088709354, 909236.98442976363003254 7011352.88194226380437613, 909240.32401448744349182 7011348.48247687425464392))"
120,service,27029131,44.76,,"MultiLineString ((909106.42893096129409969 7011808.97302971314638853, 909140.49269514402840286 7011838.00751099549233913))"
32,service,22967966,69.59,,"MultiLineString ((908991.55834841169416904 7010895.42479617986828089, 908983.30957414372824132 7010874.17123737931251526, 908966.37787959421984851 7010830.55057369358837605))"
33,service,23128057,41.08,,"MultiLineString ((909140.41477150050923228 7012491.03281818609684706, 909178.37471786083187908 7012506.73950158338993788))"
236,service,65085669,22.19,,"MultiLineString ((909645.37111368787009269 7012799.99230674933642149, 909633.68256715452298522 7012818.85591450333595276))"
119,service,26762561,77.31,,"MultiLineString ((909091.08910513005685061 7011828.50260522216558456, 909124.1621258445084095 7011857.64854360651224852, 909130.60752436157781631 7011863.70051614847034216, 909149.56523364363238215 7011879.03467574529349804))"
118,service,26603610,11.52,,"MultiLineString ((909246.17941970296669751 7011359.82456347346305847, 909236.98442976363003254 7011352.88194226380437613))"
116,service,25605943,62.89,,"MultiLineString ((909854.86326341168023646 7012755.58131205197423697, 909889.50588894647080451 7012703.09422226250171661))"
54,service,24376854,46.07,,"MultiLineString ((909455.66043747798539698 7012477.20130820013582706, 909495.01187747332733124 7012501.1511863311752677))"
55,service,24376862,86.57,,"MultiLineString ((909483.11182390747126192 7012435.6883566016331315, 909511.37584261992014945 7012444.76697557512670755, 909528.91979436890687793 7012450.72656543087214231, 909548.23372602160088718 7012449.64975447207689285, 909567.12464360916055739 7012451.7476794021204114))"
103,service,25061500,97.77,,"MultiLineString ((909242.47248065960593522 7011195.52367117907851934, 909184.01861604419536889 7011273.89612943306565285))"
82,service,24464764,120.15,,"MultiLineString ((910810.02902221435215324 7011636.47623358573764563, 910797.79501017602160573 7011602.95006188564002514, 910771.74624933046288788 7011573.65654558222740889, 910754.65870749368332326 7011531.73990152031183243))"
81,service,24464734,116.0,,"MultiLineString ((910046.52203071035910398 7012631.74426863249391317, 910066.42595566436648369 7012646.93137672916054726, 910066.05860134481918067 7012649.62347103655338287, 910064.74503135320264846 7012652.70545598212629557, 910020.23949893401004374 7012725.00248088873922825))"
80,service,24464733,99.59,,"MultiLineString ((909960.48319627635646611 7012569.2323570279404521, 909907.86247297842055559 7012653.78229438047856092))"
79,service,24464732,165.4,,"MultiLineString ((909771.56288845115341246 7012458.18998331297188997, 909786.98063792590983212 7012465.43061928171664476, 909802.73234587325714529 7012475.77174410875886679, 909825.9535916525637731 7012489.93743598274886608, 909842.618119424325414 7012499.92584198527038097, 909864.08051724929828197 7012513.14471824374049902, 909888.23684675141703337 7012528.55439099483191967, 909913.11675294383894652 7012543.51851136423647404))"
78,service,24464721,55.48,,"MultiLineString ((910272.97927083109971136 7012073.44318936672061682, 910260.09960574633441865 7012099.02556418441236019, 910249.68010140815749764 7012123.75403356831520796))"
77,service,24464720,65.4,,"MultiLineString ((910236.62232513818889856 7012057.40319362469017506, 910272.97927083109971136 7012073.44318936672061682, 910296.33409999951254576 7012084.0808432325720787))"
76,service,24464719,217.65,,"MultiLineString ((910109.91848071734420955 7012081.87162599060684443, 910117.85556041076779366 7012086.71705284249037504, 910134.04141437215730548 7012091.26544471085071564, 910160.99186309310607612 7012088.2393714664503932, 910186.23912360495887697 7012098.41292289830744267, 910249.68010140815749764 7012123.75403356831520796, 910296.79050991195254028 7012144.02698011882603168, 910312.97636387322563678 7012150.93316050246357918))"
75,service,24464718,169.98,,"MultiLineString ((910179.00335670355707407 7012055.62097386922687292, 910185.35969962773378938 7012062.91693852283060551, 910191.11491730180568993 7012068.98763175308704376, 910260.09960574633441865 7012099.02556418441236019, 910305.74059697159100324 7012118.46302578411996365, 910296.79050991195254028 7012144.02698011882603168))"
74,service,24464709,21.91,,"MultiLineString ((909890.87511868332512677 7012185.29706637188792229, 909909.46547364583238959 7012196.90025551803410053))"
73,service,24464708,37.61,,"MultiLineString ((909865.77257350936997682 7012198.40403006784617901, 909897.34278109844308347 7012218.84425301104784012))"
72,service,24464703,50.28,,"MultiLineString ((909781.57051067345310003 7012332.3524939613416791, 909806.91795872710645199 7012347.03776394762098789, 909824.62888971227221191 7012358.28844421450048685))"
71,service,24464696,114.63,,"MultiLineString ((909711.78432189510203898 7012406.37321379594504833, 909702.41122077021282166 7012422.3210836797952652, 909698.18108012003358454 7012429.338899165391922, 909695.44262064655777067 7012432.04948564153164625, 909679.42374592158012092 7012447.92314410116523504, 909643.65679352963343263 7012467.84416606649756432, 909627.87168973498046398 7012481.06298911012709141))"
70,service,24464596,172.66,,"MultiLineString ((909666.83351151272654533 7011998.96144519932568073, 909566.97992827126290649 7011956.39280480612069368, 909578.69073870265856385 7011929.62276013754308224, 909559.67736967501696199 7011921.78854770958423615, 909546.58619755785912275 7011915.95930459257215261))"
69,service,24464595,559.38,,"MultiLineString ((910028.14318278036080301 7011907.04836794082075357, 910029.4010930263902992 7011920.35908323712646961, 910026.15056389523670077 7011936.38023865781724453, 910018.2023522526724264 7011946.12661199737340212, 909995.8716623994987458 7011954.85194681491702795, 909807.66379931522533298 7012027.90379500109702349, 909769.5702695659128949 7012044.50067418720573187, 909666.83351151272654533 7011998.96144519932568073, 909678.34394686087034643 7011972.59967859275639057, 909578.69073870265856385 7011929.62276013754308224))"
68,service,24449385,71.42,,"MultiLineString ((909820.76610338175669312 7011828.01993452943861485, 909887.75817294116131961 7011852.78469170350581408))"
67,service,24449384,153.56,,"MultiLineString ((909820.65478389081545174 7011715.68840767443180084, 909827.61225206544622779 7011700.44738214462995529, 909799.40389309835154563 7011566.58379256911575794))"
66,service,24449383,378.07,,"MultiLineString ((909764.14901036431547254 7011809.14010762888938189, 909767.98953279654961079 7011797.79738160967826843, 909766.08596950408536941 7011748.45392663776874542, 909777.95262722263578326 7011720.27371581457555294, 909796.26468345813918859 7011715.87404762487858534, 909820.65478389081545174 7011715.68840767443180084, 909900.05897667375393212 7011724.09790195804089308, 909891.83246630406938493 7011813.79972643312066793, 909818.95159568183589727 7011809.91980460751801729))"
65,service,24449308,84.44,,"MultiLineString ((909230.24960057064890862 7011651.56862600985914469, 909214.79845524847041816 7011639.07516750972718, 909211.5367941684089601 7011636.40197833999991417, 909208.66475130571052432 7011633.07905694004148245, 909207.59608419437427074 7011629.19922308903187513, 909207.25099377275910228 7011624.7067862581461668, 909208.41984842601232231 7011620.30717082228511572, 909210.51265485293697566 7011617.42978651449084282, 909213.01734339573886245 7011615.07218853104859591, 909217.04710896243341267 7011613.47570525575429201, 909221.87837486295029521 7011613.06730260699987411, 909225.83021678624209017 7011613.99549047090113163, 909229.06961396825499833 7011616.40877942554652691, 909243.24058514612261206 7011628.45667137391865253))"
64,service,24449307,179.88,,"MultiLineString ((909211.32528713578358293 7011675.42320369184017181, 909193.15794623841065913 7011660.62778795510530472, 909188.93893753725569695 7011656.82219613064080477, 909185.43237357714679092 7011652.55250990111380816, 909182.00373326078988612 7011647.03904889523983002, 909179.84413513960316777 7011641.63697464112192392, 909177.91830794862471521 7011635.75224499404430389, 909176.74945329548791051 7011629.1249679159373045, 909177.0388839712832123 7011623.01748215220868587, 909177.78472455975133926 7011617.20702132023870945, 909178.79773192596621811 7011611.87922229804098606, 909180.67903132026549429 7011606.64424554258584976, 909183.3618310485035181 7011601.87336546462029219, 909185.97783908213023096 7011598.42051240149885416, 909189.75156982010230422 7011594.39218572340905666, 909194.41585648409090936 7011590.9764633122831583, 909199.00221950479317456 7011588.34041766915470362, 909204.30102726665791124 7011585.89000982698053122, 909210.83548137627076358 7011584.25640502106398344, 909217.36993548588361591 7011583.04976531676948071, 909224.10476467886473984 7011583.43960274010896683, 909230.36092006135731936 7011584.34922346472740173, 909237.22933264332823455 7011586.42835694458335638, 909243.87510624388232827 7011589.69556778389960527, 909251.75652619195170701 7011594.48500428628176451, 909262.1092388357501477 7011604.73218042030930519))"
84,service,24630517,273.23,,"MultiLineString ((909753.10611687751952559 7012961.5783779239282012, 909712.83072510873898864 7012893.95802394766360521, 909694.9416829381370917 7012926.91405559796839952, 909753.10611687751952559 7012961.5783779239282012, 909774.41266741545405239 7012974.27814596425741911, 909804.92533984186593443 7012917.44498466420918703))"
85,service,24633983,21.01,,"MultiLineString ((909851.24537996086291969 7013183.84580794908106327, 909862.85600285057444125 7013166.33675446826964617))"
86,service,24633996,143.34,,"MultiLineString ((910223.24172234488651156 7013256.12908387463539839, 910346.85088492161594331 7013328.71009947638958693))"
61,service,24449214,91.72,,"MultiLineString ((909477.20075894647743553 7011887.75993711221963167, 909500.62237980915233493 7011799.07831057626754045))"
57,service,24377167,162.02,,"MultiLineString ((910281.72898280748631805 7012912.32055096980184317, 910341.16245894215535372 7012950.43824718240648508, 910403.76854056434240192 7012990.57992465700954199, 910416.14726794045418501 7013002.29568825382739305))"
