,highway,osm_id,length,area,geometry
40,residential,24257806,406.95,,"MultiLineString ((909469.30820704926736653 7011345.12254924792796373, 909458.97775830363389105 7011362.27490181475877762, 909446.58789897838141769 7011376.40148830134421587, 909313.86167010560166091 7011415.58851039689034224, 909161.45415526023134589 7011464.39156571123749018, 909110.67020356049761176 7011481.11721561569720507, 909097.34526051254943013 7011471.81693314760923386))"
337,residential,284826320,30.94,,"MultiLineString ((910218.08762992103584111 7011117.820237229578197, 910216.11727493407670408 7011122.70220325142145157, 910209.538293028017506 7011133.52421463839709759, 910200.9444283387856558 7011143.28816891182214022))"
204,residential,59719718,220.68,,"MultiLineString ((909870.04724195576272905 7011247.94514484331011772, 909834.53632439277134836 7011258.48888232558965683, 909825.06303572643082589 7011261.31044823862612247, 909797.9901355654001236 7011269.34820399433374405, 909773.85606996132992208 7011276.53207107912749052, 909729.80694745457731187 7011289.61897736508399248, 909675.4941678965697065 7011305.75024319905787706, 909658.50681360135786235 7011310.799391801469028))"
203,residential,59719717,95.8,,"MultiLineString ((909407.24759093194734305 7011313.43534565251320601, 909398.93202496960293502 7011307.14247135166078806, 909385.71840141247957945 7011297.71245073340833187, 909370.79045769711956382 7011287.00159438885748386, 909352.62311679974664003 7011274.11888503096997738, 909342.41511949384585023 7011266.54519817885011435, 909329.44639881665352732 7011257.54217292834073305))"
419,residential,567857405,161.55,,"MultiLineString ((910514.77633678342681378 7012867.42619665153324604, 910424.41830610646866262 7013001.34877169970422983))"
30,residential,22569828,145.09,,"MultiLineString ((909189.29515990766230971 7011157.95268544740974903, 909184.28578282205853611 7011164.74663516692817211, 909177.39510634180624038 7011172.65435442607849836, 909163.19073931686580181 7011190.67878609709441662, 909150.70069244969636202 7011200.83262910041958094, 909133.40164358040783554 7011205.21345017943531275, 909117.91710241104010493 7011203.59848619624972343, 909102.85557530680671334 7011196.0805547134950757, 909093.19304350588936359 7011185.10995630919933319, 909088.76252777234185487 7011171.9118452426046133, 909088.08347887836862355 7011163.61430981196463108))"
248,residential,72493210,38.88,,"MultiLineString ((907836.61863143148366362 7011857.90844417363405228, 907835.37185313447844237 7011880.74259849451482296, 907837.598242950392887 7011896.59659452829509974))"
24,residential,15802170,54.34,,"MultiLineString ((909233.68937283614650369 7011189.28657828643918037, 909218.39407480100635439 7011178.74293234758079052, 909199.79258788959123194 7011165.58195725455880165, 909189.29515990766230971 7011157.95268544740974903))"
21,residential,15802167,545.24,,"MultiLineString ((909514.43712861672975123 7010696.27467596158385277, 909546.84223238669801503 7010829.04705720581114292, 909563.97430201980751008 7010901.01198567170649767, 909578.62394700816366822 7010962.21145722363144159, 909588.14176347095053643 7011001.30363130569458008, 909615.24805947917047888 7011109.74550911318510771, 909633.63803935830947012 7011120.15912551805377007, 909641.69757049146573991 7011125.8578482773154974, 909650.10219204670283943 7011138.07206257805228233, 909644.89243987749796361 7011145.73844068869948387, 909636.59913781331852078 7011149.28391102328896523, 909623.96437560825143009 7011151.54855782072991133, 909615.24805947917047888 7011109.74550911318510771))"
39,residential,23544061,167.63,,"MultiLineString ((909067.30012994748540223 7012667.27991900965571404, 909064.97355258977040648 7012683.82243099249899387, 909072.91063228342682123 7012701.60891877301037312, 909086.10199194250162691 7012722.62598890345543623, 909100.77390082890633494 7012734.86121691204607487, 909145.06792621570639312 7012753.37190865632146597, 909161.18698848248459399 7012760.11151923704892397, 909181.38034411240369081 7012768.96771040186285973))"
20,residential,15802166,144.23,,"MultiLineString ((909846.79260032926686108 7010813.6221080869436264, 909707.45399370312225074 7010850.8573550907894969))"
19,residential,15802165,156.06,,"MultiLineString ((909888.97155539074447006 7010951.61242501996457577, 909739.39155561197549105 7010996.12474252749234438))"
424,residential,638480177,411.46,,"MultiLineString ((908029.84700355038512498 7011500.25615441054105759, 908005.61275040486361831 7011537.6802451116964221, 907981.56774039356969297 7011574.80749285873025656, 907899.4807478825096041 7011701.54265584424138069, 907886.79032593208830804 7011721.12766013480722904, 907864.15907345362938941 7011758.9426339715719223, 907852.27015183703042567 7011778.78767730295658112, 907840.29217462777160108 7011817.41975089255720377, 907836.61863143148366362 7011857.90844417363405228))"
328,residential,264610158,669.0,,"MultiLineString ((909743.78867549810092896 7011488.33840050827711821, 909755.07647186471149325 7011496.13505992386490107, 909760.26396013551857322 7011499.66212264075875282, 909765.56276789726689458 7011503.28200442157685757, 909781.35900364082772285 7011508.66542138811200857, 909797.09957963891793042 7011510.83735271263867617, 909821.40062447928357869 7011509.05525517277419567, 909860.88564786361530423 7011502.46521043963730335, 909906.05909722752403468 7011494.61285439226776361, 909922.91286813362967223 7011491.49419030733406544, 909928.02243276091758162 7011490.60314365103840828, 909947.82617017312441021 7011487.13177533075213432, 909977.47055057133547962 7011481.63699220586568117, 910065.60219143249560148 7011465.30117285065352917, 910080.32976006425451487 7011462.79511261824518442, 910087.91061738738790154 7011458.2285159956663847, 910089.62493754562456161 7011449.83786560781300068, 910084.30386588571127504 7011408.44164453819394112, 910081.39842717594001442 7011380.85665874555706978, 910085.0385745249222964 7011351.97234795521944761, 910090.33738228678703308 7011333.50203699059784412, 910104.15213109401520342 7011313.58385011740028858, 910117.73310897091869265 7011303.81968722399324179, 910140.43115314352326095 7011297.28550124447792768, 910221.92815235338639468 7011277.9614200796931982, 910259.92149456113111228 7011268.93981897830963135))"
307,service,209140559,191.78,,"MultiLineString ((910223.01908336335327476 7012283.0242946557700634, 910229.74278060696087778 7012284.88082655146718025, 910249.3127470884937793 7012293.19809473678469658, 910259.20904982008505613 7012295.61158936284482479, 910266.13312214741017669 7012292.99387599434703588, 910272.53399286814965308 7012283.74834204185754061, 910326.29017497214954346 7012160.23423547204583883))"
306,service,209139674,46.88,,"MultiLineString ((910100.53424764331430197 7012750.95827540382742882, 910096.34863478969782591 7012757.40082118473947048, 910093.74375870497897267 7012759.92585495673120022, 910086.6972349378047511 7012759.6473585469648242, 910060.14753638359252363 7012749.25016615446656942))"
287,service,140462589,97.85,,"MultiLineString ((909047.46299668808933347 7013161.32356490381062031, 909054.65423579339403659 7013123.94755100272595882, 909054.29801342275459319 7013110.2820477057248354, 909046.3831976274959743 7013094.48133872915059328, 909026.26776564109604806 7013074.37307872250676155))"
296,service,186127504,82.15,,"MultiLineString ((908969.50595728552434593 7011751.72120390366762877, 909034.98408176994416863 7011801.32457781862467527))"
295,service,184818124,158.55,,"MultiLineString ((909558.17455654928926378 7012276.32221812009811401, 909526.61548090947326273 7012285.79052733164280653, 909502.72631818521767855 7012302.51790110301226377, 909484.81501211668364704 7012341.93226246442645788, 909464.71071207954082638 7012391.13086739741265774))"
286,service,140462588,63.72,,"MultiLineString ((908848.65751808043569326 7013598.59695805609226227, 908851.93031110952142626 7013632.03868375532329082, 908839.69629907130729407 7013659.55718850065022707))"
288,service,140462590,593.01,,"MultiLineString ((908872.98082681861706078 7013276.46061406936496496, 908961.46869005018379539 7013218.17703295033425093, 909047.46299668808933347 7013161.32356490381062031, 909163.20187126589007676 7013330.9753656517714262, 909159.30568908795248717 7013341.87464716378599405, 909153.87329793733078986 7013349.54314547404646873, 909144.15510639117565006 7013357.21165116410702467, 909078.16491224884521216 7013397.89384712558239698, 909020.51254796702414751 7013433.41434597503393888))"
289,service,156339359,200.54,,"MultiLineString ((910293.59564052615314722 7011042.60492570977658033, 910360.6099739836063236 7010988.55131982732564211, 910344.9027938328217715 7010969.00524009112268686, 910307.55510467162821442 7010998.48215743061155081, 910304.05967266065999866 7011013.49909237679094076, 910283.81065728538669646 7011030.39085770584642887))"
290,service,159372557,37.83,,"MultiLineString ((910400.07273346977308393 7013005.11787160020321608, 910366.73254597734194249 7012987.23787163477391005))"
291,service,159372562,89.68,,"MultiLineString ((910183.55632387695368379 7013347.66779774706810713, 910213.14504452969413251 7013329.3971063643693924, 910222.49588175653479993 7013320.42888597957789898, 910223.66473640978801996 7013304.85057270061224699, 910216.65160848968662322 7013293.54285305831581354, 910205.92040957720018923 7013286.17149108834564686))"
292,service,167522615,58.38,,"MultiLineString ((909207.4625008050352335 7011291.06689172424376011, 909184.01861604419536889 7011273.89612943306565285, 909160.51907153765205294 7011256.35414561536163092))"
297,service,186127508,105.24,,"MultiLineString ((908918.44370685878675431 7011869.60397845786064863, 908907.5455287101212889 7011896.13248412683606148, 908967.71371348388493061 7011943.47188436426222324))"
293,service,181786069,135.83,,"MultiLineString ((909808.73246642691083252 7011845.02481198497116566, 909820.76610338175669312 7011828.01993452943861485, 909818.95159568183589727 7011809.91980460751801729, 909813.19637800776399672 7011792.04248586762696505, 909796.26468345813918859 7011715.87404762487858534))"
271,service,99080516,57.98,,"MultiLineString ((909259.73813368182163686 7011766.8880710219964385, 909282.30259446555282921 7011713.4792925463989377))"
284,service,135810872,103.67,,"MultiLineString ((909097.34526051254943013 7011471.81693314760923386, 909095.11887069663498551 7011465.76525816507637501, 909093.96114799240604043 7011456.05659900698810816, 909095.74225984513759613 7011447.18330327607691288, 909101.66445675538852811 7011439.36812839470803738, 909111.77226651925593615 7011436.36086599621921778, 909125.95436964638065547 7011439.07111477572470903, 909161.45415526023134589 7011464.39156571123749018))"
258,service,88382578,65.78,,"MultiLineString ((909745.02432184596545994 7012532.00764704961329699, 909751.25821333040948957 7012510.54549926798790693, 909766.5869072126224637 7012469.90496428124606609))"
257,service,86574997,13.32,,"MultiLineString ((910815.57273285568226129 7010864.72316699288785458, 910804.85266589233651757 7010872.63058859575539827))"
255,service,85733828,52.23,,"MultiLineString ((908944.98227346374187618 7011808.86164444126188755, 908986.69368666387163103 7011840.2909177802503109))"
254,service,85733823,49.38,,"MultiLineString ((909006.04101416387129575 7011937.45698027033358812, 909044.99170399247668684 7011967.81001487094908953))"
253,service,85733822,89.64,,"MultiLineString ((909039.71516012877691537 7011893.55203078221529722, 909110.50322432420216501 7011948.54000152181833982))"
252,service,85733820,78.0,,"MultiLineString ((909074.73627193237189204 7011850.05573792569339275, 909085.53426253935322165 7011858.09408744238317013, 909135.72822093812283128 7011898.6572450390085578))"
250,service,73519199,245.18,,"MultiLineString ((909781.57051067345310003 7012332.3524939613416791, 909851.44575504446402192 7012223.94967564288526773, 909841.77209129417315125 7012219.12273052427917719, 909850.09878920554183424 7012208.05789813213050365, 909865.77257350936997682 7012198.40403006784617901, 909890.87511868332512677 7012185.29706637188792229, 909922.84607643913477659 7012153.88499748893082142))"
259,service,88382582,94.6,,"MultiLineString ((909976.05679303838405758 7012696.72598550282418728, 910024.68114661681465805 7012615.57318657170981169))"
249,service,73519197,41.01,,"MultiLineString ((909922.84607643913477659 7012153.88499748893082142, 909941.59227868856396526 7012146.31047458574175835, 909961.986009401967749 7012142.26330597978085279))"
245,service,65134247,49.92,,"MultiLineString ((909689.44250009290408343 7012426.53548536356538534, 909643.94622420554514974 7012447.08768760319799185))"
244,service,65103454,18.0,,"MultiLineString ((909863.2233571702381596 7012859.33112906850874424, 909847.4827811720315367 7012850.604803959839046))"
243,service,65103449,512.65,,"MultiLineString ((909804.92533984186593443 7012917.44498466420918703, 909817.14821993093937635 7012931.48149383720010519, 909827.53432842204347253 7012914.01012837793678045, 909836.48441548168193549 7012900.28928480576723814, 909851.61273428064305335 7012877.11800855956971645, 909863.2233571702381596 7012859.33112906850874424, 909884.2070811849553138 7012827.19230656512081623, 909935.48083864408545196 7012748.67460768483579159, 909954.29383258835878223 7012749.80715825967490673, 910005.04438844078686088 7012782.31699827499687672, 910014.53994100552517921 7012804.98670248966664076, 909978.59487742849159986 7012860.27802875079214573, 909942.89471673092339188 7012866.14509595651179552, 909884.2070811849553138 7012827.19230656512081623))"
242,service,65085675,43.87,,"MultiLineString ((909657.5272020825650543 7012610.57890953402966261, 909679.21223888895474374 7012606.30871232133358717, 909683.04162937228102237 7012604.84199293423444033, 909699.53917790774721652 7012598.51096678711473942))"
241,service,65085674,31.56,,"MultiLineString ((909285.16350537911057472 7012668.1710972310975194, 909312.49244036851450801 7012683.95239474717527628))"
240,service,65085673,74.94,,"MultiLineString ((909696.84524623048491776 7012857.58586327731609344, 909736.08536673523485661 7012793.73539160098880529))"
239,service,65085672,24.99,,"MultiLineString ((909643.23377946473192424 7012684.69504481088370085, 909634.72897036804351956 7012679.94208559021353722, 909621.42629121814388782 7012672.49702626653015614))"
246,service,65269976,159.71,,"MultiLineString ((909341.68041085486765951 7012431.73386936169117689, 909347.43562852859031409 7012443.04036626126617193, 909357.92192456149496138 7012447.03199050854891539, 909369.73292253469116986 7012446.86489921808242798, 909381.42146906792186201 7012438.62173337955027819, 909392.8985085686435923 7012424.34473883733153343, 909397.41807989496737719 7012423.97342592570930719, 909424.61343149549793452 7012425.79285935219377279, 909455.33761095465160906 7012428.20639413688331842, 909483.11182390747126192 7012435.6883566016331315))"
285,service,140462585,158.48,,"MultiLineString ((908837.49217315390706062 7013224.95417164638638496, 908872.98082681861706078 7013276.46061406936496496, 908909.80531437299214303 7013331.69950825721025467, 908937.83556215499993414 7013341.03909694589674473))"
260,service,88382583,883.82,,"MultiLineString ((910295.5993913603015244 7012032.19224705081433058, 910302.27856080792844296 7012046.35715051554143429, 910311.99675235408358276 7012067.79948348179459572, 910325.52207048563286662 7012090.04016338288784027, 910326.67979318997822702 7012092.56498572323471308, 910336.82099880103487521 7012114.65721534192562103, 910339.31455539492890239 7012125.20209947135299444, 910342.24225800286512822 7012137.58493015915155411, 910341.79698003956582397 7012151.47154578194022179, 910337.9564576072152704 7012168.75558913592249155, 910333.43688628089148551 7012188.43456704821437597, 910302.90194995643105358 7012296.66981416195631027, 910276.25206386065110564 7012371.3214303245767951, 910244.73751601693220437 7012457.89293171837925911, 910188.56570096267387271 7012566.26180022396147251, 910159.39999437471851707 7012618.41379907075315714, 910136.88006138720083982 7012657.811156558804214, 910093.76602260302752256 7012735.45534075610339642, 910087.25383239169605076 7012745.48118726257234812, 910080.94201726373285055 7012750.36415040493011475, 910073.35002799180801958 7012751.94229502510279417, 910060.14753638359252363 7012749.25016615446656942, 910020.23949893401004374 7012725.00248088873922825, 909996.36146815912798047 7012709.57386197056621313))"
262,service,88477647,134.18,,"MultiLineString ((909745.02432184596545994 7012532.00764704961329699, 909751.55877595557831228 7012537.57741802930831909, 909756.07834728166926652 7012548.62414198834449053, 909755.46609008242376149 7012556.5332344314083457, 909753.72950602602213621 7012560.91480076033622026, 909751.7034912935923785 7012564.10814723186194897, 909747.69598962494637817 7012568.06270015519112349, 909741.6290773767977953 7012571.29318146035075188, 909731.39881617284845561 7012572.18434894923120737, 909721.3800620015244931 7012567.89560632966458797, 909716.771435082773678 7012562.80852932762354612, 909713.54316984955221415 7012554.80660090316087008, 909713.92165611824020743 7012545.41223579831421375, 909716.04785839235410094 7012540.23234356474131346, 909718.63047057879157364 7012536.64912259671837091, 909727.71414102765265852 7012530.59663901664316654, 909735.00556767452508211 7012529.42698781378567219, 909745.02432184596545994 7012532.00764704961329699))"
281,service,120628092,73.59,,"MultiLineString ((908704.74368038272950798 7013565.15537268947809935, 908692.68777952971868217 7013555.68554336298257113, 908646.81301737390458584 7013519.77456734701991081))"
280,service,120628089,588.98,,"MultiLineString ((908753.7131243827752769 7013583.66799311339855194, 908848.65751808043569326 7013598.59695805609226227, 908858.47589716839138418 7013592.04232199396938086, 908884.05711615260224789 7013574.94087481591850519, 908987.20575632166583091 7013506.03411260526627302, 908961.724724879139103 7013468.08087153173983097, 908866.26826152380090207 7013325.88780153356492519, 908838.96159043232910335 7013285.20597315300256014, 908838.78347924700938165 7013277.68607782386243343, 908837.49217315390706062 7013224.95417164638638496))"
279,service,120628088,123.56,,"MultiLineString ((908858.2198623395524919 7013535.55755135510116816, 908961.724724879139103 7013468.08087153173983097))"
278,service,120628084,150.46,,"MultiLineString ((908692.68777952971868217 7013555.68554336298257113, 908729.82396165851969272 7013540.66381757706403732, 908822.86479206348303705 7013481.22708134539425373))"
277,service,120628083,331.01,,"MultiLineString ((908884.05711615260224789 7013574.94087481591850519, 908858.2198623395524919 7013535.55755135510116816, 908822.86479206348303705 7013481.22708134539425373, 908770.66708283056505024 7013401.68170250579714775, 908779.98452420998364687 7013384.20930617954581976, 908866.26826152380090207 7013325.88780153356492519))"
276,service,120628081,70.5,,"MultiLineString ((908622.93498659878969193 7013489.30421253480017185, 908624.72723040066193789 7013502.45045736059546471, 908646.81301737390458584 7013519.77456734701991081, 908670.70218009827658534 7013503.0446384297683835))"
274,service,116888355,52.8,,"MultiLineString ((908412.30737806891556829 7013511.58599619846791029, 908408.61157097446266562 7013506.47974860295653343, 908394.95266945438925177 7013493.87197310943156481, 908367.17845650122035295 7013491.17959359288215637))"
261,service,88452362,56.24,,"MultiLineString ((909798.76937200105749071 7012539.17408642638474703, 909825.9535916525637731 7012489.93743598274886608))"
273,service,115552888,103.54,,"MultiLineString ((908515.58960162685252726 7013389.79824069049209356, 908451.24693594838026911 7013436.81229012832045555, 908431.98866404115688056 7013450.88685018476098776))"
308,service,209143771,76.06,,"MultiLineString ((909996.36146815912798047 7012709.57386197056621313, 909976.05679303838405758 7012696.72598550282418728, 909952.95799869881011546 7012682.0215049022808671, 909931.95201078592799604 7012669.11797420494258404))"
268,service,89416520,56.41,,"MultiLineString ((910435.96213730156887323 7011090.99732136260718107, 910400.46235168760176748 7011047.15272176545113325))"
267,service,89416517,96.02,,"MultiLineString ((910337.14382532436866313 7011096.9930241322144866, 910355.14418698556255549 7011083.05255807004868984, 910378.77731488121207803 7011064.76849507167935371, 910404.33626996725797653 7011099.81453288160264492))"
266,service,89416515,216.61,,"MultiLineString ((910351.91592175280675292 7011114.46040683332830667, 910373.89038923545740545 7011108.31619027443230152, 910404.33626996725797653 7011099.81453288160264492, 910435.96213730156887323 7011090.99732136260718107, 910478.60863422462716699 7011079.08017939515411854, 910492.93545268953312188 7011072.82461512461304665, 910505.02474938984960318 7011063.85893364250659943, 910510.39034884609282017 7011052.66576781403273344, 910507.70754911785479635 7011045.96472581010311842, 910486.22288739483337849 7011018.64086770080029964))"
265,service,89416514,31.46,,"MultiLineString ((910355.14418698556255549 7011083.05255807004868984, 910373.89038923545740545 7011108.31619027443230152))"
264,service,89416513,154.31,,"MultiLineString ((910254.82306188275106251 7010994.52838322427123785, 910264.50785758183337748 7011006.29690002091228962, 910283.81065728538669646 7011030.39085770584642887, 910293.59564052615314722 7011042.60492570977658033, 910337.14382532436866313 7011096.9930241322144866, 910351.91592175280675292 7011114.46040683332830667))"
263,service,89416512,96.05,,"MultiLineString ((910351.91592175280675292 7011114.46040683332830667, 910259.69885557959787548 7011141.3205269742757082))"
272,service,115552887,195.23,,"MultiLineString ((908539.32291706406977028 7013425.78290291503071785, 908534.78108183958102018 7013417.4830205887556076, 908515.58960162685252726 7013389.79824069049209356, 908489.19575035979505628 7013350.41583218518644571, 908424.10724409308750182 7013395.79567310959100723, 908403.32389516185503453 7013410.27865546010434628))"
309,service,209180595,134.21,,"MultiLineString ((910326.29017497214954346 7012160.23423547204583883, 910328.58335648232605308 7012145.82778464071452618, 910327.58148106513544917 7012130.84584600292146206, 910324.59811871207784861 7012117.23774027545005083, 910318.46441476931795478 7012102.99845123942941427, 910313.57748912356328219 7012092.3236423758789897, 910302.86855410924181342 7012069.63740041665732861, 910296.16712076344992965 7012056.04796398337930441, 910288.65305513492785394 7012044.87196942046284676, 910282.67519847920630127 7012037.20472639612853527))"
229,service,64860915,129.91,,"MultiLineString ((909708.50039691664278507 7012665.59039390366524458, 909655.79061802593059838 7012752.51785373128950596, 909650.22464348643552512 7012749.4729629922658205, 909637.99063144810497761 7012742.34346727561205626, 909631.30033005157019943 7012738.44452700670808554))"
311,service,218705118,82.98,,"MultiLineString ((909447.02204499230720103 7011772.42017906345427036, 909446.89959355245810002 7011776.81987846922129393, 909446.35412804770749062 7011797.14763510320335627, 909434.96614413952920586 7011842.46293947659432888, 909438.95138190977741033 7011853.26736389752477407))"
434,service,710492369,65.53,,"MultiLineString ((909903.04233902704436332 7012233.8077918728813529, 909936.9279920244589448 7012177.72251361515372992))"
433,service,702459122,39.1,,"MultiLineString ((910501.21762280457187444 7010700.07980918511748314, 910540.29076407314278185 7010698.72481031250208616))"
432,service,702459121,72.74,,"MultiLineString ((910524.08264621358830482 7010672.86850617546588182, 910503.45514456962700933 7010673.83370769303292036, 910501.45139373536221683 7010697.29556518234312534, 910501.21762280457187444 7010700.07980918511748314, 910500.30480298027396202 7010710.7527535343542695, 910499.43651095195673406 7010725.76914638839662075))"
431,service,684480200,47.94,,"MultiLineString ((909253.74914507707580924 7012477.98107054177671671, 909283.50484496611170471 7012490.81002857256680727, 909298.03203851450234652 7012496.32407331932336092))"
430,service,684480199,112.04,,"MultiLineString ((909178.37471786083187908 7012506.73950158338993788, 909197.97808018978685141 7012457.80010310094803572, 909226.91001584671903402 7012467.69564008712768555, 909253.74914507707580924 7012477.98107054177671671))"
428,service,673325454,433.68,,"MultiLineString ((908954.21065925050061196 7011572.6726714251562953, 908933.09335184714291245 7011578.37171774078160524, 908748.38092077383771539 7011628.25246966443955898, 908668.2308874026639387 7011652.29261603578925133, 908662.57585727027617395 7011667.29221899900585413, 908665.55921962368302047 7011687.60113235376775265, 908674.52043863234575838 7011707.29748624004423618, 908693.62286325253080577 7011717.45198741741478443, 908719.30426977842580527 7011718.04603541549295187, 908737.21557584719266742 7011715.05723186023533344, 908748.57016390818171203 7011721.62888836674392223))"
427,service,663720901,249.78,,"MultiLineString ((910548.06086453050374985 7010755.93194928672164679, 910558.02395895658992231 7010768.75813575368374586, 910568.1985604150686413 7010781.80708469916135073, 910575.96866087219677866 7010791.40355154220014811, 910600.31423350900877267 7010822.99587023723870516, 910567.85346999356988817 7010848.92690929584205151, 910471.48418681381735951 7010925.69961403869092464))"
435,service,746931279,63.57,,"MultiLineString ((908679.65226715814787894 7011594.893405981361866, 908637.12822167493868619 7011557.28341036941856146, 908632.04092094558291137 7011552.77245045453310013))"
422,service,625446226,147.16,,"MultiLineString ((909824.62888971227221191 7012358.28844421450048685, 909829.13732908933889121 7012350.67659609392285347, 909879.18657214986160398 7012272.21928762272000313, 909886.7562975239707157 7012259.03794148936867714, 909893.86961298575624824 7012249.08696786034852266, 909903.04233902704436332 7012233.8077918728813529))"
420,service,596502021,315.9,,"MultiLineString ((908536.02786013635341078 7013428.01106071565300226, 908566.56279646116308868 7013461.1735496399924159, 908662.66491286316886544 7013394.19883307814598083, 908673.55195906257722527 7013411.0770770451053977, 908578.54077367053832859 7013475.6009465241804719, 908566.56279646116308868 7013461.1735496399924159))"
412,service,469001960,17.6,,"MultiLineString ((909009.72568930906709284 7011617.91244445368647575, 909020.14519364736042917 7011603.72973869368433952))"
411,service,442759041,36.74,,"MultiLineString ((910341.16245894215535372 7012950.43824718240648508, 910360.7880851689260453 7012919.37593154981732368))"
410,service,369239622,301.22,,"MultiLineString ((910205.92040957720018923 7013286.17149108834564686, 910223.24172234488651156 7013256.12908387463539839, 910237.12326284660957754 7013234.03368977829813957, 910288.12985352822579443 7013161.86201845016330481, 910314.02276708674617112 7013128.79361146874725819, 910320.27892246923875064 7013120.80968200601637363, 910342.20886215567588806 7013097.95340722985565662, 910353.77495724882464856 7013084.38078442309051752, 910380.90351715532597154 7013041.8806143756955862))"
409,service,369239621,65.65,,"MultiLineString ((910183.55632387695368379 7013347.66779774706810713, 910193.49715440475847572 7013312.72328025475144386, 910205.92040957720018923 7013286.17149108834564686))"
408,service,365035516,52.97,,"MultiLineString ((910833.21687214658595622 7011981.99336852878332138, 910836.48966517567168921 7011985.48351701255887747, 910811.8880577104864642 7012026.9198647728189826))"
407,service,347634256,272.6,,"MultiLineString ((909928.02243276091758162 7011490.60314365103840828, 909924.50473685190081596 7011473.87747383955866098, 909929.35826665046624839 7011462.42384450603276491, 909922.81268059194553643 7011429.02834823355078697, 909912.80505836952943355 7011377.88654484041035175, 909955.39589554723352194 7011370.16425386164337397, 909974.18662559287622571 7011465.00415826495736837, 909977.47055057133547962 7011481.63699220586568117))"
421,service,596502022,60.92,,"MultiLineString ((908838.78347924700938165 7013277.68607782386243343, 908788.4448055102257058 7013311.99913937784731388))"
436,service,759525685,214.28,,"MultiLineString ((908961.46869005018379539 7013218.17703295033425093, 909078.16491224884521216 7013397.89384712558239698))"
437,service,759777826,99.76,,"MultiLineString ((909548.67900398466736078 7012872.68056831043213606, 909552.34141523181460798 7012874.96427156031131744, 909633.33747673302423209 7012925.44727720599621534))"
438,service,761157194,112.78,,"MultiLineString ((909487.46441599761601537 7012049.6616794541478157, 909502.00274149526376277 7012056.2150470782071352, 909591.16965362057089806 7012093.97591620590537786))"
456,service,840789364,405.36,,"MultiLineString ((908987.20575632166583091 7013506.03411260526627302, 909056.9585492528276518 7013614.39866659231483936, 908930.09885754471179098 7013695.56163746677339077, 908858.47589716839138418 7013592.04232199396938086))"
455,service,833032813,103.15,,"MultiLineString ((909985.10706763982307166 7011364.79949361737817526, 910065.12351762212347239 7011345.67944322898983955, 910085.0385745249222964 7011351.97234795521944761))"
453,service,822286954,90.52,,"MultiLineString ((909980.25353784125763923 7010693.58324136026203632, 909979.39637776219751686 7010734.41889849863946438, 909979.21826657676137984 7010749.80657084565609694, 909988.69155524333473295 7010782.75373759027570486))"
452,service,817136758,85.53,,"MultiLineString ((909860.05075168272014707 7010690.5762603348121047, 909858.59246635308954865 7010605.06339197512716055))"
451,service,789945683,184.66,,"MultiLineString ((908517.94957483175676316 7012491.38556842040270567, 908536.18370742362458259 7012419.03496585879474878, 908540.91478578245732933 7012415.48893063049763441, 908641.38062622328288853 7012442.87327505555003881))"
450,service,786492798,167.11,,"MultiLineString ((908643.30645341414492577 7012721.10354909859597683, 908666.46090749907307327 7012670.00915263034403324, 908673.81912584044039249 7012635.45749532431364059, 908707.68251493980642408 7012567.76564446557313204))"
449,service,784993299,53.1,,"MultiLineString ((909580.29373937007039785 7010692.54379099793732166, 909590.39041718491353095 7010673.05412184353917837, 909598.16051764227449894 7010642.89163256715983152))"
448,service,779867399,53.34,,"MultiLineString ((908695.15907222533132881 7011019.79173483792692423, 908722.03159730299375951 7011014.40864805784076452, 908745.75378079095389694 7011024.89638944994658232))"
447,service,777460418,43.65,,"MultiLineString ((909767.41067144449334592 7012403.58837367035448551, 909729.4952528802677989 7012381.95948178879916668))"
446,service,777460417,47.46,,"MultiLineString ((909745.16903718386311084 7012442.91040643397718668, 909702.41122077021282166 7012422.3210836797952652))"
445,service,777460416,81.65,,"MultiLineString ((909761.97828029375523329 7012425.88568760175257921, 909745.16903718386311084 7012442.91040643397718668, 909735.95178334636148065 7012451.67341656517237425, 909695.44262064655777067 7012432.04948564153164625))"
444,service,768086581,143.59,,"MultiLineString ((909540.38570192083716393 7011601.00087019428610802, 909607.95663283218163997 7011608.70482108648866415, 909637.31158255448099226 7011617.65255171246826649, 909639.73834745364729315 7011618.00526329409331083, 909650.97048407467082143 7011614.92367844190448523, 909669.7834780189441517 7011618.65499518718570471, 909681.23825362138450146 7011620.56706364825367928))"
443,service,766524660,86.38,,"MultiLineString ((909503.97309648210648447 7011020.73841599095612764, 909588.14176347095053643 7011001.30363130569458008))"
442,service,766524659,90.7,,"MultiLineString ((909490.24740326742175967 7010982.5928232055157423, 909578.62394700816366822 7010962.21145722363144159))"
441,service,766524658,76.87,,"MultiLineString ((909489.32345149375032634 7010919.36992157995700836, 909563.97430201980751008 7010901.01198567170649767))"
440,service,766524657,154.54,,"MultiLineString ((909455.93873620475642383 7010903.40649665426462889, 909444.42830085684545338 7010856.20320742297917604, 909546.84223238669801503 7010829.04705720581114292))"
439,service,764201144,80.23,,"MultiLineString ((909633.64917130733374506 7010769.5562927583232522, 909626.11284178064670414 7010727.53250710759311914, 909624.68795229843817651 7010690.01941211801022291))"
