,building,geometry,osm_id,area,category
459,yes,"MultiPolygon (((910351.12555336812511086 7011606.23584324400871992, 910362.20184270187746733 7011604.15670459810644388, 910358.71754264004994184 7011585.70437290146946907, 910347.65238525532186031 7011587.80207042954862118, 910351.12555336812511086 7011606.23584324400871992)))",249075116,211.44,residential
457,yes,"MultiPolygon (((910316.58311537478584796 7011634.78692698385566473, 910311.39562710397876799 7011609.28029723837971687, 910298.33785083401016891 7011611.95347731187939644, 910295.98900957813020796 7011600.40683091524988413, 910280.30409332527779043 7011603.59979255590587854, 910285.95912345766555518 7011631.38975105993449688, 910293.45092518802266568 7011629.86751969438046217, 910294.78675907745491713 7011636.40197833999991417, 910301.73309530317783356 7011634.99112885817885399, 910300.40839336265344173 7011628.45667137391865253, 910306.99850721762049943 7011627.1015146691352129, 910308.87980661215260625 7011636.36485071945935488, 910316.58311537478584796 7011634.78692698385566473)))",249075114,796.54,residential
456,yes,"MultiPolygon (((909342.53757093369495124 7011726.56691631115972996, 909342.54870288271922618 7011747.08018545713275671, 909344.91980803664773703 7011747.08018545713275671, 909344.91980803664773703 7011746.05916176550090313, 909353.85876314749475569 7011746.05916176550090313, 909353.84763119835406542 7011726.56691631115972996, 909342.53757093369495124 7011726.56691631115972996)))",248630272,222.89,residential
81,yes,"MultiPolygon (((908050.70827612513676286 7011590.64231663476675749, 908060.31514818058349192 7011575.7542399363592267, 908033.69865793199278414 7011558.58286431711167097, 908024.09178587654605508 7011573.47090893983840942, 908050.70827612513676286 7011590.64231663476675749)))",97828759,561.23,residential
341,yes,"MultiPolygon (((908618.74937374505680054 7012721.15924811083823442, 908614.87545546551700681 7012731.57497021462768316, 908633.94448423839639872 7012738.68588992021977901, 908639.58838242141064256 7012723.53573965653777122, 908617.49146349902730435 7012715.31085396744310856, 908615.73261554457712919 7012720.0267016077414155, 908618.74937374505680054 7012721.15924811083823442)))",116809879,345.2,residential
446,yes,"MultiPolygon (((908667.44051901786588132 7011355.27658900339156389, 908678.55020419927313924 7011345.2153649078682065, 908670.21237433888018131 7011335.98949345946311951, 908659.09155720856506377 7011346.05070590879768133, 908665.648275216226466 7011353.29033157974481583, 908667.44051901786588132 7011355.27658900339156389)))",246299861,186.47,residential
65,yes,"MultiPolygon (((908672.37197246018331498 7011020.70129123888909817, 908707.45987595815677196 7011012.6266615130007267, 908702.71766565053258091 7010991.98534638620913029, 908683.78222026652656496 7010996.34749036282300949, 908681.34432341810315847 7010985.71128817088901997, 908665.18073335499502718 7010989.44231036491692066, 908672.37197246018331498 7011020.70129123888909817)))",89395826,943.38,residential
499,yes,"MultiPolygon (((910804.1290892023826018 7012307.38202747795730829, 910816.36310124048031867 7012314.97526885662227869, 910827.27241133817005903 7012297.39386278670281172, 910819.59136647335253656 7012292.62256920151412487, 910814.21463506820145994 7012301.29258729238063097, 910809.6616678946884349 7012298.452087820507586, 910804.1290892023826018 7012307.38202747795730829)))",316761122,243.37,residential
498,yes,"MultiPolygon (((910721.05135322315618396 7012291.17447288427501917, 910795.71333569835405797 7012338.23773797601461411, 910802.33684540051035583 7012342.37783337477594614, 910806.51132630533538759 7012335.69427236262708902, 910787.14173490728717297 7012323.57104962039738894, 910758.44357018079608679 7012305.48835960309952497, 910763.05219709954690188 7012298.19217288866639137, 910729.83446104673203081 7012277.25048322975635529, 910721.05135322315618396 7012291.17447288427501917)))",316761121,1091.99,residential
496,yes,"MultiPolygon (((908654.14897181722335517 7012514.01731337420642376, 908669.2550267179030925 7012517.74905107636004686, 908674.74307761411182582 7012495.60000662133097649, 908659.63702271331567317 7012491.8682792903855443, 908654.14897181722335517 7012514.01731337420642376)))",297777486,355.06,residential
493,yes,"MultiPolygon (((907919.82995079935062677 7012591.73436079453676939, 907907.07273715455085039 7012589.39504061359912157, 907903.93352751422207803 7012606.56863730307668447, 907916.69074115913826972 7012608.90796252805739641, 907917.08035937685053796 7012606.77286408096551895, 907929.1251282807206735 7012608.96366075426340103, 907931.68547656899318099 7012594.98341774381697178, 907919.64070766500663012 7012592.77405887469649315, 907919.82995079935062677 7012591.73436079453676939)))",285235549,400.57,residential
492,yes,"MultiPolygon (((907945.51135732536204159 7012573.39113841764628887, 907946.53549664083402604 7012566.44745998829603195, 907935.54826289927586913 7012564.81365418154746294, 907934.52412358426954597 7012571.73876519314944744, 907936.06033255707006902 7012571.96155706699937582, 907945.51135732536204159 7012573.39113841764628887)))",285235508,77.83,residential
491,yes,"MultiPolygon (((907934.76902646385133266 7012580.68757707998156548, 907946.29059376090299338 7012582.39565020147711039, 907947.58189985412172973 7012573.70676030591130257, 907945.51135732536204159 7012573.39113841764628887, 907936.06033255707006902 7012571.96155706699937582, 907934.76902646385133266 7012580.68757707998156548)))",285235494,102.56,residential
490,yes,"MultiPolygon (((907913.45134397689253092 7012564.34950486477464437, 907918.31600572471506894 7012565.07357780821621418, 907919.67410351219587028 7012555.95768987946212292, 907914.80944176460616291 7012555.23361776303499937, 907913.45134397689253092 7012564.34950486477464437)))",285235449,45.33,residential
58,yes,"MultiPolygon (((910516.05651092750485986 7010600.03325182292610407, 910516.67990007577463984 7010605.49030438624322414, 910510.20110571174882352 7010606.21419939864426851, 910505.26965226954780519 7010610.83599215932190418, 910502.30855381430592388 7010617.64803697820752859, 910503.46627651865128428 7010627.78258854430168867, 910516.91367100633215159 7010626.2605488421395421, 910520.16420013760216534 7010654.73387628514319658, 910531.24048947158735245 7010653.47169273067265749, 910531.98633006005547941 7010659.94966632593423128, 910552.3355329770129174 7010657.62947460822761059, 910548.97368435503449291 7010628.1352563239634037, 910553.04797771794255823 7010627.67121977265924215, 910550.71026841120328754 7010607.16083143185824156, 910534.42422690836247057 7010609.01697299908846617, 910533.17744861135724932 7010598.08430538233369589, 910516.05651092750485986 7010600.03325182292610407)))",88454410,2047.53,residential
59,yes,"MultiPolygon (((910555.19644389033783227 7010697.66679766122251749, 910557.04434743756428361 7010699.98700103256851435, 910611.85806470399256796 7010656.01462156604975462, 910604.60003390430938452 7010646.97516289912164211, 910606.87095151655375957 7010645.15613549388945103, 910566.76253898371942341 7010595.13304453529417515, 910568.49912304012104869 7010593.74094074498862028, 910560.32827241590712219 7010583.55074838176369667, 910558.9256468319799751 7010584.66442997753620148, 910556.91076404869090766 7010582.15864661335945129, 910542.59507753257639706 7010593.62957244925200939, 910548.63972588256001472 7010601.16549711674451828, 910546.95880157162901014 7010602.52047939971089363, 910550.71026841120328754 7010607.16083143185824156, 910553.04797771794255823 7010627.67121977265924215, 910565.96103865001350641 7010626.20486446935683489, 910585.88722750206943601 7010651.05869532097131014, 910562.34315519931260496 7010669.935779201798141, 910552.3355329770129174 7010657.62947460822761059, 910531.98633006005547941 7010659.94966632593423128, 910525.99734145530965179 7010660.39514321368187666, 910527.06600856687873602 7010669.84297140128910542, 910530.96219074458349496 7010675.11445604264736176, 910551.45610899967141449 7010700.67378136608749628, 910555.19644389033783227 7010697.66679766122251749)))",88454411,3755.69,residential
482,yes,"MultiPolygon (((908348.57696958968881518 7010908.17695866245776415, 908353.6086105735739693 7010922.91529122646898031, 908365.8871504080016166 7010918.72024669032543898, 908360.85550942423287779 7010903.98192188236862421, 908348.57696958968881518 7010908.17695866245776415)))",251120331,202.07,residential
481,yes,"MultiPolygon (((908332.40224757755640894 7010953.87701565399765968, 908321.81576400308404118 7010957.27390281111001968, 908324.17573720787186176 7010964.58742434065788984, 908315.75998370395973325 7010967.29751270730048418, 908318.83240164967719465 7010976.81995377968996763, 908327.17023151007015258 7010974.12842444889247417, 908333.79374121245928109 7010994.73256869986653328, 908343.13344649004284292 7010991.72547405585646629, 908338.1463333023712039 7010976.22596102487295866, 908339.45990329363849014 7010975.79902875237166882, 908332.40224757755640894 7010953.87701565399765968)))",251120330,504.58,residential
480,yes,"MultiPolygon (((908649.03940718981903046 7011049.34308977238833904, 908634.03353983105625957 7011049.8442757548764348, 908634.3007066089194268 7011057.65906870551407337, 908649.29544201865792274 7011057.15788223128765821, 908649.03940718981903046 7011049.34308977238833904)))",250931940,117.36,residential
66,yes,"MultiPolygon (((908611.85869726480450481 7011039.56068816408514977, 908633.6773174605332315 7011038.83675379306077957, 908634.03353983105625957 7011049.8442757548764348, 908649.03940718981903046 7011049.34308977238833904, 908648.67205287015531212 7011038.33556850347667933, 908657.05441052699461579 7011038.05713224317878485, 908656.52007697115186602 7011021.94497056771069765, 908648.13771931431256235 7011022.22340625990182161, 908647.97074007824994624 7011017.3043770445510745, 908632.97600466839503497 7011017.80556101351976395, 908633.1429839045740664 7011022.72459054179489613, 908611.32436370919458568 7011023.44852344412356615, 908611.85869726480450481 7011039.56068816408514977)))",89395830,968.14,residential
340,yes,"MultiPolygon (((909035.91916549275629222 7012765.62575031444430351, 909056.91402145626489073 7012776.28289459086954594, 909063.48187141318339854 7012763.34207839611917734, 909079.30037105502560735 7012771.36278265528380871, 909087.97215938766021281 7012754.28166292328387499, 909081.03695511142723262 7012750.75404493045061827, 909075.48211252072360367 7012761.68966578878462315, 909066.91051172977313399 7012757.34512191638350487, 909068.35766510991379619 7012754.48589348699897528, 909047.05111457197926939 7012743.6802472360432148, 909035.91916549275629222 7012765.62575031444430351)))",116809876,798.44,residential
339,yes,"MultiPolygon (((908646.75735762855038047 7012622.42407726310193539, 908640.53459809313062578 7012636.70142665412276983, 908656.40875748021062464 7012643.62660013604909182, 908662.64264896488748491 7012629.34923833422362804, 908646.75735762855038047 7012622.42407726310193539)))",116809873,269.85,residential
338,yes,"MultiPolygon (((908992.37098069454077631 7012706.15766158420592546, 909013.93356606119778007 7012715.73787942621856928, 909021.55895118042826653 7012698.58261377364397049, 909000.00749776291195303 7012689.00241655297577381, 908992.37098069454077631 7012706.15766158420592546)))",116809872,442.92,residential
200,yes,"MultiPolygon (((908218.44448485237080604 7011222.55113012529909611, 908207.61309839820023626 7011245.53196744993329048, 908224.68950828583911061 7011253.58827020786702633, 908235.52089474012609571 7011230.60740965884178877, 908218.44448485237080604 7011222.55113012529909611)))",99150643,479.69,residential
199,yes,"MultiPolygon (((908318.99938088585622609 7011260.79068602342158556, 908306.43141037540044636 7011241.55950779654085636, 908293.58514113770797849 7011249.94993892312049866, 908306.14197969937231392 7011269.18113739416003227, 908318.99938088585622609 7011260.79068602342158556)))",99150642,352.56,residential
198,yes,"MultiPolygon (((908186.19522836955729872 7011301.53643412608653307, 908205.15293765161186457 7011311.57904003094881773, 908213.75793428998440504 7011295.33638430386781693, 908194.81135695683769882 7011285.29379886947572231, 908186.19522836955729872 7011301.53643412608653307)))",99150641,394.31,residential
197,yes,"MultiPolygon (((908321.3482221415033564 7011265.13441417180001736, 908338.84764609439298511 7011291.90222705062478781, 908356.52518123248592019 7011280.33748132828623056, 908341.81987649854272604 7011257.83917978778481483, 908339.0257572797127068 7011253.5697072884067893, 908321.3482221415033564 7011265.13441417180001736)))",99150640,675.6,residential
196,yes,"MultiPolygon (((908341.81987649854272604 7011257.83917978778481483, 908351.66051948477979749 7011251.39784607384353876, 908333.00337282777763903 7011222.86669852770864964, 908323.16272984154056758 7011229.28944631479680538, 908339.0257572797127068 7011253.5697072884067893, 908341.81987649854272604 7011257.83917978778481483)))",99150638,400.92,residential
195,yes,"MultiPolygon (((908291.59252225270029157 7011268.30867854319512844, 908296.323600611416623 7011275.52967062965035439, 908301.9786307435715571 7011271.83564044069498777, 908297.247552384971641 7011264.59608876146376133, 908291.59252225270029157 7011268.30867854319512844)))",99150637,58.41,residential
194,yes,"MultiPolygon (((909229.04735006997361779 7011669.29711856413632631, 909240.41307008010335267 7011678.17066157981753349, 909252.52463067835196853 7011662.63268584385514259, 909241.15891066833864897 7011653.75916012655943632, 909229.04735006997361779 7011669.29711856413632631)))",99080517,284.07,residential
193,yes,"MultiPolygon (((909212.26037085836287588 7011702.60080176778137684, 909204.1451799797359854 7011713.72062441986054182, 909218.28275531029794365 7011724.04220991395413876, 909226.39794618904124945 7011712.94093684945255518, 909212.26037085836287588 7011702.60080176778137684)))",99080515,240.91,residential
192,yes,"MultiPolygon (((908799.22053221904207021 7011535.5083064716309309, 908805.92196556471753865 7011541.80136107839643955, 908813.26905195706058294 7011533.98609341960400343, 908808.13722343160770833 7011529.15956615190953016, 908806.57875056064222008 7011527.69304498285055161, 908799.22053221904207021 7011535.5083064716309309)))",99077637,98.6,residential
113,yes,"MultiPolygon (((910224.78906326671130955 7010882.2828509509563446, 910234.75215769268106669 7010880.24102524295449257, 910232.82633050205186009 7010870.81150969211012125, 910222.85210412717424333 7010872.85333297960460186, 910224.78906326671130955 7010882.2828509509563446)))",98639018,97.94,residential
189,yes,"MultiPolygon (((908789.79177134891506284 7011515.79381358902901411, 908795.54698902298696339 7011521.21436609420925379, 908797.50621206080541015 7011519.13524963054805994, 908806.57875056064222008 7011527.69304498285055161, 908808.13722343160770833 7011529.15956615190953016, 908815.21714304597117007 7011521.65989112015813589, 908820.28217987716197968 7011516.29502890817821026, 908825.33608475909568369 7011510.93017030227929354, 908819.54747123795095831 7011505.45393427461385727, 908814.48243440687656403 7011510.81878919526934624, 908803.89595083240419626 7011500.83162272628396749, 908797.99601782043464482 7011507.08752293512225151, 908791.75099438696634024 7011513.7146985400468111, 908789.79177134891506284 7011515.79381358902901411)))",99077625,480.04,residential
114,yes,"MultiPolygon (((910197.82748259685467929 7010815.86809762287884951, 910212.52165538142435253 7010812.19284235406666994, 910211.85373843659181148 7010809.53849238343536854, 910218.42158839339390397 7010807.88648480363190174, 910216.41783755912911147 7010799.92344184406101704, 910209.40470963902771473 7010801.68681897036731243, 910208.84811218513641506 7010799.45939529687166214, 910194.61034931277390569 7010803.023273472674191, 910197.82748259685467929 7010815.86809762287884951)))",98639019,255.06,residential
187,yes,"MultiPolygon (((908791.08307744201738387 7011544.60446369834244251, 908788.65631254285108298 7011547.59320333413779736, 908783.535615966306068 7011543.43495718482881784, 908781.07545521983411163 7011546.47938718926161528, 908786.0403045091079548 7011550.48912604153156281, 908785.17201248102355748 7011551.54725190997123718, 908792.43004328070674092 7011557.43191938381642103, 908798.18526095477864146 7011550.35918077174574137, 908791.08307744201738387 7011544.60446369834244251)))",99077619,109.32,residential
186,yes,"MultiPolygon (((908198.17320557893253863 7011642.93644234165549278, 908174.16159141482785344 7011667.77487995941191912, 908186.45126319862902164 7011679.65577434934675694, 908210.46287736273370683 7011654.81729970499873161, 908198.17320557893253863 7011642.93644234165549278)))",99077618,590.54,residential
185,yes,"MultiPolygon (((909811.42639810417313129 7010860.30540904309600592, 909807.57474372256547213 7010847.66469498910009861, 909793.3035850030137226 7010852.02675998210906982, 909797.15523938438855112 7010864.6674809530377388, 909811.42639810417313129 7010860.30540904309600592)))",98639110,197.2,residential
184,yes,"MultiPolygon (((910116.94274058635346591 7010833.68754111975431442, 910120.57175598619505763 7010851.00585094280540943, 910151.86366484826430678 7010844.45347420498728752, 910148.39049673546105623 7010827.84053182788193226, 910145.19562734966166317 7010828.50876124389469624, 910143.22527236246969551 7010819.13499261438846588, 910130.91333668085280806 7010821.71509812586009502, 910132.72784438089001924 7010830.38351629488170147, 910116.94274058635346591 7010833.68754111975431442)))",98639109,674.84,residential
183,yes,"MultiPolygon (((909864.43673961982131004 7010920.65070938505232334, 909850.65538665966596454 7010923.76915011648088694, 909854.46251324471086264 7010940.58647652436047792, 909868.24386620498262346 7010937.46802921406924725, 909864.43673961982131004 7010920.65070938505232334)))",98639107,243.64,residential
182,yes,"MultiPolygon (((910121.95211767207365483 7010797.15772482007741928, 910125.9373554423218593 7010814.77294561825692654, 910144.43865481240209192 7010810.57795800361782312, 910140.44228509278036654 7010792.96274647209793329, 910121.95211767207365483 7010797.15772482007741928)))",98639105,342.55,residential
181,yes,"MultiPolygon (((910125.64792476629372686 7010873.4101939694955945, 910107.34700048004742712 7010878.29201029147952795, 910111.63280087534803897 7010894.36675741337239742, 910129.92259321291930974 7010889.48493124078959227, 910125.64792476629372686 7010873.4101939694955945)))",98639102,314.99,residential
180,yes,"MultiPolygon (((910312.77598878974094987 7010758.43778727669268847, 910312.53108591015916318 7010766.54928306676447392, 910319.8447764553129673 7010766.75346270203590393, 910320.08967933489475399 7010758.66052846983075142, 910312.77598878974094987 7010758.43778727669268847)))",98639101,59.31,residential
179,yes,"MultiPolygon (((909839.7683404601411894 7011061.00031268317252398, 909830.38410738611128181 7011064.80562002956867218, 909838.84438868646975607 7011085.66987407300621271, 909848.22862176049966365 7011081.86455676425248384, 909840.6032366412691772 7011063.04218469187617302, 909839.7683404601411894 7011061.00031268317252398)))",98639100,228.06,residential
178,yes,"MultiPolygon (((909960.81715474859811366 7010720.60899830888956785, 909959.71509178972337395 7010741.6208451883867383, 909976.85829337185714394 7010742.51180811785161495, 909977.96035633084829897 7010721.51852056663483381, 909960.81715474859811366 7010720.60899830888956785)))",98639099,361.04,residential
112,yes,"MultiPolygon (((909732.17805260850582272 7010971.78957900777459145, 909753.11724882666021585 7010965.68259692564606667, 909756.14513897616416216 7010976.05890056490898132, 909767.62217847688589245 7010972.69912992883473635, 909763.67033655382692814 7010959.14868815056979656, 909758.80567480635363609 7010960.55941799934953451, 909755.96702779084444046 7010950.83281199727207422, 909760.15264064481016248 7010949.60770597402006388, 909756.76852812466677278 7010938.02489471714943647, 909740.7273895014077425 7010942.70256646908819675, 909743.62169626192189753 7010952.59622250963002443, 909727.91451611102093011 7010957.18109166529029608, 909732.17805260850582272 7010971.78957900777459145)))",98639016,762.87,residential
177,yes,"MultiPolygon (((910183.96820599294733256 7010962.58270203601568937, 910180.47277398186270148 7010943.83486043941229582, 910163.69692671962548047 7010946.95331024099141359, 910164.15333663183264434 7010949.40352165512740612, 910151.19574790331535041 7010951.8166093910112977, 910153.32195017766207457 7010963.26950499229133129, 910166.80274051253218204 7010960.74504036828875542, 910167.70442838815506548 7010965.60834793280810118, 910183.96820599294733256 7010962.58270203601568937)))",98639097,476.35,residential
227,yes,"MultiPolygon (((909487.33083260850980878 7011067.14449276681989431, 909490.72607707767747343 7011081.54899394512176514, 909517.56520630815066397 7011075.21917772479355335, 909514.15882988995872438 7011060.81468797940760851, 909487.33083260850980878 7011067.14449276681989431)))",107751087,408.05,residential
226,yes,"MultiPolygon (((909793.94923804968129843 7010712.77597415633499622, 909793.28132110473234206 7010737.25884061865508556, 909804.23515899886842817 7010737.55582808516919613, 909805.03665933257434517 7010713.20289233606308699, 909793.94923804968129843 7010712.77597415633499622)))",107751086,269.37,residential
225,yes,"MultiPolygon (((909583.59992824657820165 7010863.01546194683760405, 909585.85971390968188643 7010872.57490250188857317, 909595.55564155778847635 7010870.2917729364708066, 909593.29585589468479156 7010860.73233512509614229, 909583.59992824657820165 7010863.01546194683760405)))",107751085,97.85,residential
224,yes,"MultiPolygon (((909476.66642539063468575 7010752.94350648764520884, 909498.58523312781471759 7010747.78334082011133432, 909496.65940593706909567 7010739.6347406841814518, 909501.22350505960639566 7010738.55816087871789932, 909498.27353855362161994 7010726.06613342743366957, 909479.2156417298829183 7010730.57662548217922449, 909480.69619095732923597 7010736.81335943471640348, 909473.27118092146702111 7010738.57672259677201509, 909476.66642539063468575 7010752.94350648764520884)))",107751081,488.47,residential
223,yes,"MultiPolygon (((909571.52176349563524127 7011048.93471603002399206, 909538.89402074401732534 7011056.63813332375138998, 909542.0888901298167184 7011070.17017835564911366, 909574.71663288143463433 7011062.46674798429012299, 909571.52176349563524127 7011048.93471603002399206)))",107751080,466.13,residential
222,yes,"MultiPolygon (((909779.24393331597093493 7010650.55753441248089075, 909788.06043698673602194 7010650.63178046885877848, 909788.29420791729353368 7010627.3742364002391696, 909779.47770424652844667 7010627.281429098919034, 909779.24393331597093493 7010650.55753441248089075)))",107751079,205.15,residential
221,yes,"MultiPolygon (((909657.48267428611870855 7010812.71257531736046076, 909678.59998168947640806 7010806.60571512393653393, 909672.07665952912066132 7010784.05306526832282543, 909663.98373254842590541 7010786.41041745245456696, 909666.14333066996186972 7010793.87227699253708124, 909661.77960663079284132 7010795.13448277581483126, 909663.22676001093350351 7010800.12762233428657055, 909654.56610362732317299 7010802.63347422238439322, 909657.48267428611870855 7010812.71257531736046076)))",107751078,363.65,residential
220,yes,"MultiPolygon (((909597.99353840609546751 7010707.46734131313860416, 909597.35901730880141258 7010728.720455601811409, 909620.22404071758501232 7010729.40723840426653624, 909620.85856181511189789 7010708.15412228927016258, 909597.99353840609546751 7010707.46734131313860416)))",107751074,486.39,residential
219,yes,"MultiPolygon (((909602.96951964462641627 7010942.12713844422250986, 909589.83381973090581596 7010945.22702537756413221, 909592.52775140828453004 7010956.66134928166866302, 909605.66345132200513035 7010953.56145790126174688, 909602.96951964462641627 7010942.12713844422250986)))",107751073,158.55,residential
218,yes,"MultiPolygon (((909627.67131465161219239 7010645.91715711168944836, 909628.16112041112501174 7010635.48559881187975407, 909619.42254038399551064 7010635.07724627293646336, 909618.93273462448269129 7010645.50880403816699982, 909627.67131465161219239 7010645.91715711168944836)))",107751071,91.36,residential
217,yes,"MultiPolygon (((909788.67269418586511165 7010635.1143692284822464, 909788.56137469515670091 7010652.30231697484850883, 909802.14235257194377482 7010652.39512456767261028, 909802.2536720628850162 7010635.20717662665992975, 909788.67269418586511165 7010635.1143692284822464)))",107751070,233.44,residential
216,yes,"MultiPolygon (((909703.4130961875198409 7010710.58569863811135292, 909702.83423483523074538 7010728.0893579414114356, 909715.39107339677866548 7010728.49771524593234062, 909715.96993474883493036 7010711.01261670421808958, 909703.4130961875198409 7010710.58569863811135292)))",107751069,219.92,residential
215,yes,"MultiPolygon (((909734.81632454018108547 7010646.67817880492657423, 909734.92764403112232685 7010662.12136638909578323, 909747.43995479610748589 7010662.02855868451297283, 909747.32863530539907515 7010646.58537127450108528, 909734.81632454018108547 7010646.67817880492657423)))",107751067,193.24,residential
214,yes,"MultiPolygon (((909539.70665302686393261 7010888.55682774540036917, 909510.93056465673726052 7010895.35054783709347248, 909514.44826056575402617 7010910.25591575913131237, 909543.22434893599711359 7010903.46218296233564615, 909539.70665302686393261 7010888.55682774540036917)))",107751066,452.82,residential
213,yes,"MultiPolygon (((909574.68323703412897885 7010759.40299916081130505, 909567.93727589189074934 7010730.85505099967122078, 909545.02772468666080385 7010736.2565079927444458, 909551.77368582889903337 7010764.82303728070110083, 909574.68323703412897885 7010759.40299916081130505)))",107751064,690.73,residential
212,yes,"MultiPolygon (((909712.41884299262892455 7011088.99256725795567036, 909716.27049737388733774 7011105.3090527830645442, 909737.37667282845359296 7011100.33428459893912077, 909733.52501844719517976 7011083.99924674071371555, 909712.41884299262892455 7011088.99256725795567036)))",107751063,363.77,residential
211,yes,"MultiPolygon (((909485.60538050136528909 7010952.3549136808142066, 909459.14473753981292248 7010957.96070530824363232, 909461.57150243897922337 7010969.45073425117880106, 909459.20039728505071253 7010969.95191521570086479, 909462.22828743467107415 7010984.22630470618605614, 909481.97636510140728205 7010980.0312278987839818, 909480.12846155441366136 7010971.30696019250899553, 909489.2121320030419156 7010969.37648522388190031, 909485.60538050136528909 7010952.3549136808142066)))",107751061,664.73,residential
210,yes,"MultiPolygon (((909614.45769109448883682 7011043.94142060820013285, 909620.40215190290473402 7011069.13067888095974922, 909638.05742314248345792 7011064.95411986764520407, 909632.1129623344168067 7011039.76487478613853455, 909614.45769109448883682 7011043.94142060820013285)))",107751060,469.55,residential
209,yes,"MultiPolygon (((909509.10492500779218972 7010845.7156880022957921, 909481.88730950886383653 7010852.13813188765197992, 909485.12670669087674469 7010865.87401190120726824, 909512.34432218980509788 7010859.45155694894492626, 909509.10492500779218972 7010845.7156880022957921)))",107751058,394.66,residential
208,yes,"MultiPolygon (((909758.393792690243572 7010822.94018449075520039, 909754.83156898466404527 7010810.65220555011183023, 909739.44721535732969642 7010815.10705977398902178, 909743.0094390626763925 7010827.39504558220505714, 909758.393792690243572 7010822.94018449075520039)))",107751054,204.91,residential
207,yes,"MultiPolygon (((909488.42176361836027354 7010793.74234405346214771, 909514.63750370009802282 7010787.35707088652998209, 909508.37021636858116835 7010761.59328808821737766, 909487.92082590982317924 7010766.56784485187381506, 909492.162098508910276 7010784.034503442235291, 909486.40688083518762141 7010785.42664047051221132, 909488.42176361836027354 7010793.74234405346214771)))",107751052,608.89,residential
206,yes,"MultiPolygon (((909493.93207841273397207 7010894.77512323297560215, 909471.87968728656414896 7010899.89825987815856934, 909476.25454327464103699 7010918.7388088284060359, 909498.3069344008108601 7010913.61566007137298584, 909493.93207841273397207 7010894.77512323297560215)))",107751051,437.89,residential
205,yes,"MultiPolygon (((909808.04228558414615691 7010780.7119373856112361, 909810.46905048319604248 7010789.15756890643388033, 909827.28942554199602455 7010784.25724535062909126, 909824.8737925918539986 7010775.81161901727318764, 909808.04228558414615691 7010780.7119373856112361)))",107751049,153.97,residential
176,yes,"MultiPolygon (((909887.53553395939525217 7011175.77289375476539135, 909877.88413410761859268 7011179.50400491338223219, 909885.4093316855141893 7011198.43802875652909279, 909886.11064447730313987 7011200.40568479616194963, 909895.46148170402739197 7011196.76737778820097446, 909887.53553395939525217 7011175.77289375476539135)))",98639096,228.02,residential
175,yes,"MultiPolygon (((909926.90923785301856697 7010999.61445933021605015, 909916.18917088978923857 7011002.0461246008053422, 909919.42856807180214673 7011016.33913393411785364, 909930.1375030861236155 7011013.90746430307626724, 909926.90923785301856697 7010999.61445933021605015)))",98639095,161.01,residential
115,yes,"MultiPolygon (((909855.96532637055497617 7011014.00027610640972853, 909860.15093922440428287 7011029.61123697739094496, 909868.65574832109268755 7011027.30950004328042269, 909864.45900351810269058 7011011.71710603404790163, 909855.96532637055497617 7011014.00027610640972853)))",98639020,142.21,residential
145,yes,"MultiPolygon (((909911.35790498927235603 7010952.37347589619457722, 909925.66245955624617636 7010948.54966001957654953, 909926.46395988995209336 7010951.51961394026875496, 909940.24531285010743886 7010947.8257339159026742, 909938.04118693235795945 7010939.62124270480126143, 909925.88509853777941316 7010942.86962622590363026, 909921.52137449872680008 7010926.59059754386544228, 909911.21318965125828981 7010929.35635948088020086, 909913.8403296337928623 7010939.15718802064657211, 909908.21869534905999899 7010940.66072528809309006, 909911.35790498927235603 7010952.37347589619457722)))",98639058,420.5,residential
144,yes,"MultiPolygon (((909946.200905607547611 7010931.89937633741647005, 909949.38464304432272911 7010945.69108041003346443, 909961.62978703144472092 7010942.86962622590363026, 909958.44604959466960281 7010929.07792702876031399, 909946.200905607547611 7010931.89937633741647005)))",98639057,177.86,residential
143,yes,"MultiPolygon (((910007.37096579850185663 7010971.21414888370782137, 909993.19999462040141225 7010974.42542074341326952, 909998.12031611357815564 7010996.12474252749234438, 910012.28015534253790975 7010992.91346192453056574, 910007.37096579850185663 7010971.21414888370782137)))",98639056,323.16,residential
142,yes,"MultiPolygon (((909849.69803903880529106 7011059.36681545339524746, 909840.6032366412691772 7011063.04218469187617302, 909848.22862176049966365 7011081.86455676425248384, 909849.05238599213771522 7011083.88787159509956837, 909858.14718839013949037 7011080.2124927407130599, 909850.33256013656500727 7011060.94462527334690094, 909849.69803903880529106 7011059.36681545339524746)))",98639055,220.63,residential
141,yes,"MultiPolygon (((909990.55059073958545923 7010849.46520663239061832, 910005.99060411273967475 7010844.82471353653818369, 910003.07403345382772386 7010835.11681070551276207, 909987.63402008067350835 7010839.73873619921505451, 909990.55059073958545923 7010849.46520663239061832)))",98639053,163.54,residential
140,yes,"MultiPolygon (((909853.44950587849598378 7011099.36903143394738436, 909843.9205574665684253 7011102.9144811425358057, 909851.76858156768139452 7011124.02014896459877491, 909861.29752997972536832 7011120.47468986734747887, 909854.11742282344494015 7011101.1695999363437295, 909853.44950587849598378 7011099.36903143394738436)))",98639052,228.92,residential
