,building,geometry,osm_id,area,category
86,yes,"MultiPolygon (((908016.59998414607252926 7011677.50236092507839203, 907999.83526883262675256 7011670.54089909978210926, 907981.75698352768085897 7011664.6747119938954711, 907964.3577471167081967 7011657.45336733479052782, 907957.77876521076541394 7011654.72448043525218964, 907950.40941492037381977 7011672.45298000890761614, 907957.58952207665424794 7011675.44176759291440248, 907952.19052677310537547 7011688.43650924041867256, 907968.75486700306646526 7011695.30516695603728294, 907973.76424408878665417 7011683.23861003760248423, 907984.49544300127308816 7011687.69395200163125992, 907973.68632044515106827 7011713.75775240175426006, 907997.45303172967396677 7011723.63380160089582205, 908016.59998414607252926 7011677.50236092507839203)))",97828865,2269.25,residential
441,yes,"MultiPolygon (((909958.44604959466960281 7010929.07792702876031399, 909961.62978703144472092 7010942.86962622590363026, 909974.08643805119208992 7010939.97392427641898394, 909970.90270061464980245 7010926.18223009631037712, 909958.44604959466960281 7010929.07792702876031399)))",238218062,181.02,residential
440,yes,"MultiPolygon (((909810.46905048319604248 7010789.15756890643388033, 909812.88468343368731439 7010797.47327638138085604, 909829.70505849260371178 7010792.57294771261513233, 909827.28942554199602455 7010784.25724535062909126, 909810.46905048319604248 7010789.15756890643388033)))",238214988,151.71,residential
439,yes,"MultiPolygon (((909727.69187712937127799 7010711.75508295372128487, 909727.14641162462066859 7010729.53717029560357332, 909744.7348911699373275 7010730.09402127284556627, 909745.2803566746879369 7010712.29337102547287941, 909727.69187712937127799 7010711.75508295372128487)))",238214987,313.22,residential
438,yes,"MultiPolygon (((909609.05869579093996435 7010907.00754552986472845, 909596.44619748427066952 7010910.33016423974186182, 909599.77465025894343853 7010923.49071786366403103, 909612.37601661658845842 7010920.40940152294933796, 909609.05869579093996435 7010907.00754552986472845)))",238214986,178.08,residential
437,yes,"MultiPolygon (((909684.95632461388595402 7011059.23687818646430969, 909683.49803928448818624 7011052.36876860354095697, 909664.82976067846175283 7011056.32257150672376156, 909667.53482430474832654 7011069.05642892699688673, 909686.20310291065834463 7011065.1026197075843811, 909684.95632461388595402 7011059.23687818646430969)))",238214985,248.41,residential
431,yes,"MultiPolygon (((909601.95651227852795273 7011590.27104256302118301, 909616.66181701235473156 7011556.37379273399710655, 909594.76527317333966494 7011546.86922282446175814, 909580.04883649037219584 7011580.76643222849816084, 909601.95651227852795273 7011590.27104256302118301)))",208747048,882.24,residential
89,yes,"MultiPolygon (((910376.94054328289348632 7010795.82127130217850208, 910403.33439455018378794 7010796.32244134973734617, 910403.51250573538709432 7010786.89302507136017084, 910403.69061692082323134 7010777.31512546818703413, 910397.5791768761118874 7010777.20375461410731077, 910377.29676565364934504 7010776.8325184304267168, 910376.94054328289348632 7010795.82127130217850208)))",98603920,501.61,residential
90,yes,"MultiPolygon (((910325.88942480518016964 7010892.99316343292593956, 910316.8725460508139804 7010881.09487956669181585, 910309.10244559356942773 7010886.97905205190181732, 910318.1081923987949267 7010898.89590680040419102, 910325.88942480518016964 7010892.99316343292593956)))",98603921,145.7,residential
395,yes,"MultiPolygon (((909547.4767534842249006 7011679.19167657848447561, 909555.31364563596434891 7011680.28694735933095217, 909555.85911114083137363 7011689.47608948405832052, 909574.78342457581311464 7011691.36961099877953529, 909576.13039041438605636 7011677.57661654986441135, 909562.61620423209387809 7011676.22145149204879999, 909564.2414687976706773 7011666.77243030350655317, 909548.5565525449346751 7011664.87891463190317154, 909547.4767534842249006 7011679.19167657848447561)))",120822125,462.9,residential
432,yes,"MultiPolygon (((909555.68099995574448258 7011585.59299074858427048, 909571.66647883353289217 7011550.82327103987336159, 909550.23747685586567968 7011540.96599956043064594, 909534.2408660288201645 7011575.71711259987205267, 909555.68099995574448258 7011585.59299074858427048)))",208747049,902.85,residential
394,yes,"MultiPolygon (((909299.62390723300632089 7011732.52596914675086737, 909299.62390723300632089 7011749.4192584166303277, 909329.72469754354096949 7011749.40069434233009815, 909329.71356559451669455 7011732.5074051134288311, 909299.62390723300632089 7011732.52596914675086737)))",120822123,508.41,residential
392,yes,"MultiPolygon (((909393.24359899002593011 7011720.99771208316087723, 909380.3639339052606374 7011720.90489204786717892, 909380.28601026185788214 7011730.92946234531700611, 909372.18195133202243596 7011730.85520622320473194, 909372.11515963764395565 7011738.76348717138171196, 909380.28601026185788214 7011738.81917931791394949, 909393.11001560103613883 7011738.93056361563503742, 909393.24359899002593011 7011720.99771208316087723)))",120822116,294.95,residential
84,yes,"MultiPolygon (((907997.04114961356390268 7012109.90459607169032097, 908009.45327283721417189 7012088.55497414153069258, 907971.47106257837731391 7012066.46281688287854195, 907959.05893935507629067 7012087.8309444896876812, 907997.04114961356390268 7012109.90459607169032097)))",97828806,1085.35,residential
364,yes,"MultiPolygon (((909882.27012204495258629 7011115.79691378027200699, 909890.66361165081616491 7011113.53227713983505964, 909885.5540470234118402 7011094.67270518559962511, 909877.16055741754826158 7011096.93733646720647812, 909882.27012204495258629 7011115.79691378027200699)))",118945472,169.87,residential
363,yes,"MultiPolygon (((909889.9622988587943837 7011159.69757908675819635, 909899.40219167806208134 7011155.87366374395787716, 909889.58381259010639042 7011131.72363882791250944, 909880.15505171986296773 7011135.56610522698611021, 909880.52240603952668607 7011136.43854954745620489, 909889.50588894647080451 7011158.47244095802307129, 909889.9622988587943837 7011159.69757908675819635)))",118945471,264.74,residential
362,yes,"MultiPolygon (((909858.70378584414720535 7011057.54769392777234316, 909867.44236587127670646 7011079.09874190855771303, 909876.70414750522468239 7011075.33055274374783039, 909867.96556747797876596 7011053.79807740449905396, 909858.70378584414720535 7011057.54769392777234316)))",118945470,232.36,residential
109,yes,"MultiPolygon (((910013.70504482463002205 7011008.85850377380847931, 910015.63087201537564397 7011017.36006414983421564, 910025.67189008474815637 7011015.09545547794550657, 910023.74606289400253445 7011006.57533517479896545, 910013.70504482463002205 7011008.85850377380847931)))",98639009,89.84,residential
360,yes,"MultiPolygon (((908650.664671755512245 7012616.53862338420003653, 908669.97860340808983892 7012623.87223377358168364, 908678.91755851870402694 7012600.3675721762701869, 908659.60362686601001769 7012593.01541737653315067, 908650.664671755512245 7012616.53862338420003653)))",116809917,519.78,residential
359,yes,"MultiPolygon (((908697.32980229589156806 7012630.12901556398719549, 908718.31352631060872227 7012639.69057585950940847, 908729.77943386218976229 7012614.53348551690578461, 908708.806841796846129 7012604.97195540182292461, 908697.32980229589156806 7012630.12901556398719549)))",116809915,637.43,residential
358,yes,"MultiPolygon (((908964.14035782939754426 7012715.49651720374822617, 908980.2148922998458147 7012722.12469771318137646, 908989.05365986877586693 7012700.71773681230843067, 908972.97912539832759649 7012694.07100783195346594, 908964.14035782939754426 7012715.49651720374822617)))",116809914,402.92,residential
356,yes,"MultiPolygon (((908525.83099477982614189 7012643.31097547430545092, 908545.7571836318820715 7012651.53578685689717531, 908554.60708314983639866 7012628.43949833326041698, 908533.42298405186738819 7012620.23327688779681921, 908525.83099477982614189 7012643.31097547430545092)))",116809910,542.1,residential
355,yes,"MultiPolygon (((908621.15387474617455155 7012491.64548965357244015, 908634.16712321992963552 7012500.85413314029574394, 908642.14873070979956537 7012489.58468581177294254, 908629.1354822360444814 7012480.37605535145848989, 908621.15387474617455155 7012491.64548965357244015)))",116809907,220.15,residential
354,yes,"MultiPolygon (((908551.15617893519811332 7012859.99952883273363113, 908576.73739791964180768 7012829.04896522965282202, 908565.59431689116172493 7012819.85850907955318689, 908558.2360985497944057 7012828.75189981702715158, 908551.87975562561769038 7012823.49755711853504181, 908533.66788693179842085 7012845.5546797513961792, 908551.15617893519811332 7012859.99952883273363113)))",116809905,815.79,residential
353,yes,"MultiPolygon (((908684.7729637345764786 7012527.79318959079682827, 908699.86788668599911034 7012531.52493374980986118, 908705.35593758220784366 7012509.39441685285419226, 908690.24988268141169101 7012505.64411722589284182, 908684.7729637345764786 7012527.79318959079682827)))",116809904,354.83,residential
352,yes,"MultiPolygon (((908649.74071998184081167 7012721.06641642656177282, 908673.09554915025364608 7012730.16392685286700726, 908685.06239441060461104 7012699.49236178211867809, 908673.30705618276260793 7012694.90649021696299314, 908670.59086060733534396 7012701.86884686164557934, 908658.99136966688092798 7012697.33867278415709734, 908649.74071998184081167 7012721.06641642656177282)))",116809903,732.45,residential
351,yes,"MultiPolygon (((908910.81832173920702189 7012723.73996943328529596, 908936.33274902927223593 7012734.9540487639605999, 908956.24780593207105994 7012689.67080203164368868, 908940.75213281356263906 7012682.85698602814227343, 908927.27134247857611626 7012713.50992076192051172, 908917.25258830725215375 7012709.09113791584968567, 908910.81832173920702189 7012723.73996943328529596)))",116809900,1012.47,residential
350,yes,"MultiPolygon (((908512.71755876438692212 7012670.788933833129704, 908519.35220041580032557 7012673.25824148673564196, 908520.19822854571975768 7012685.90185131598263979, 908529.00360026757698506 7012689.87503094039857388, 908530.57320508768316358 7012677.7884018812328577, 908535.01485277025494725 7012666.0174166988581419, 908516.73619238217361271 7012657.49553133547306061, 908512.71755876438692212 7012670.788933833129704)))",116809894,383.43,residential
349,yes,"MultiPolygon (((908649.45128930581267923 7012580.65044506080448627, 908675.55570989684201777 7012593.7766250055283308, 908685.98634618415962905 7012573.00125256925821304, 908659.89305754215456545 7012559.89367279782891273, 908649.45128930581267923 7012580.65044506080448627)))",116809893,678.86,residential
348,yes,"MultiPolygon (((908841.74457770201843232 7012675.6718512112274766, 908861.23662053991574794 7012682.44852857850492001, 908868.45012354338541627 7012661.74718978069722652, 908848.95808070548810065 7012654.97053001821041107, 908841.74457770201843232 7012675.6718512112274766)))",116809890,452.39,residential
347,yes,"MultiPolygon (((908465.02828890853561461 7012443.91295371763408184, 908497.61150386382360011 7012444.67414710577577353, 908498.03451792884152383 7012426.85110143572092056, 908495.4519057422876358 7012426.77683883067220449, 908496.07529489079024643 7012400.22800120618194342, 908481.85979591670911759 7012399.89382059872150421, 908481.23640676820650697 7012426.20130364969372749, 908465.46243492269422859 7012425.82999065052717924, 908465.02828890853561461 7012443.91295371763408184)))",116809889,963.01,residential
346,yes,"MultiPolygon (((908678.17171793035231531 7012746.59517098590731621, 908693.45588401635177433 7012753.72467050328850746, 908703.78633276198524982 7012731.57497021462768316, 908688.49103472696151584 7012724.445490512996912, 908678.17171793035231531 7012746.59517098590731621)))",116809888,412.27,residential
345,yes,"MultiPolygon (((908990.890431466861628 7012772.34680480044335127, 909006.35270873829722404 7012779.81052388343960047, 909015.67015011748299003 7012760.50141423940658569, 909000.19674089713953435 7012753.0377132399007678, 908990.890431466861628 7012772.34680480044335127)))",116809885,368.17,residential
344,yes,"MultiPolygon (((908538.22085410507861525 7012812.26478664018213749, 908547.56055938266217709 7012820.74970436468720436, 908553.39370070025324821 7012814.32567392475903034, 908561.35304429207462817 7012821.54806688707321882, 908586.422193618491292 7012793.93962317612022161, 908594.52625254832673818 7012801.29196333233267069, 908603.84369392786175013 7012791.02468211203813553, 908587.75802750803995878 7012776.43142632115632296, 908573.82082726084627211 7012791.78590865526348352, 908564.50338588154409081 7012783.31958825513720512, 908538.22085410507861525 7012812.26478664018213749)))",116809883,1195.48,residential
343,yes,"MultiPolygon (((908659.09155720856506377 7011346.05070590879768133, 908645.44378763716667891 7011358.3951997859403491, 908652.02276954310946167 7011365.65339985117316246, 908652.24540852464269847 7011365.44920487236231565, 908659.81513389863539487 7011358.61795774661004543, 908659.79287000047042966 7011358.59939458500593901, 908665.648275216226466 7011353.29033157974481583, 908659.09155720856506377 7011346.05070590879768133)))",116809881,180.1,residential
342,yes,"MultiPolygon (((908547.2599967576097697 7012694.1081403810530901, 908574.644591492600739 7012705.58210622612386942, 908581.47960822726599872 7012689.29947675764560699, 908569.25672813830897212 7012684.17518976051360369, 908567.60919967456720769 7012688.09266974218189716, 908560.72965514357201755 7012685.21489989664405584, 908559.38268930488266051 7012688.426862433552742, 908551.10051918996032327 7012684.9549723481759429, 908547.2599967576097697 7012694.1081403810530901)))",116809880,423.22,residential
365,yes,"MultiPolygon (((909904.81231893063522875 7011194.76259708404541016, 909914.59730217140167952 7011191.14285542257130146, 909906.78267391747795045 7011170.07413530629128218, 909896.88637118600308895 7011173.74955559894442558, 909904.81231893063522875 7011194.76259708404541016)))",118945473,235.76,residential
393,yes,"MultiPolygon (((909550.22634490684140474 7011712.16124935820698738, 909536.80121431697625667 7011708.968244225718081, 909534.91991492279339582 7011716.82081146351993084, 909528.09603013703599572 7011715.2057438138872385, 909524.70078566810116172 7011729.48146807588636875, 909544.94980104314163327 7011734.30811665393412113, 909550.22634490684140474 7011712.16124935820698738)))",120822120,417.21,residential
366,yes,"MultiPolygon (((909649.64578213437926024 7011117.31904697138816118, 909679.32355837989598513 7011109.78263428062200546, 909680.44788523681927472 7011114.23765569645911455, 909702.36669297399930656 7011108.66887931618839502, 909697.55769097176380455 7011089.71650618314743042, 909675.90605001244693995 7011095.21101911831647158, 909675.32718866027425975 7011092.92782578431069851, 909645.38224563701078296 7011100.53847278468310833, 909649.64578213437926024 7011117.31904697138816118)))",118950351,973.09,residential
391,yes,"MultiPolygon (((909492.80775155557785183 7011708.83829637244343758, 909492.54058477771468461 7011721.23904418479651213, 909504.64101342693902552 7011721.49894030392169952, 909504.48516613990068436 7011728.90598325058817863, 909515.32768454309552908 7011729.12875156570225954, 909515.75069860799703747 7011709.3209598483517766, 909492.80775155557785183 7011708.83829637244343758)))",120822114,365.07,residential
390,yes,"MultiPolygon (((909477.84641199302859604 7011741.52953094895929098, 909477.32321038621012121 7011752.89074097666889429, 909490.49230614711996168 7011753.50335570331662893, 909491.36059817543718964 7011734.45662896614521742, 909486.56272812210954726 7011734.25242454092949629, 909486.20650575158651918 7011741.91937612369656563, 909477.84641199302859604 7011741.52953094895929098)))",120822113,186.83,residential
389,yes,"MultiPolygon (((909585.92650560406036675 7011729.79705654922872782, 909569.6849918975494802 7011722.29719272255897522, 909566.01144870126154274 7011731.37499909475445747, 909558.07436900760512799 7011727.45798934996128082, 909553.15404751466121525 7011747.61854346096515656, 909578.53489141550380737 7011747.72992788255214691, 909585.92650560406036675 7011729.79705654922872782)))",120822111,556.73,residential
388,yes,"MultiPolygon (((909515.23862895055208355 7011687.58256842382252216, 909533.14993501896969974 7011688.58502069301903248, 909532.13692765298765153 7011674.06803899724036455, 909541.59908437042031437 7011672.71287453640252352, 909542.27813326416071504 7011649.06250720378011465, 909534.1629423851845786 7011648.37564515601843596, 909516.25163631665054709 7011648.72835809178650379, 909515.23862895055208355 7011687.58256842382252216)))",120822109,897.05,residential
387,yes,"MultiPolygon (((909402.08236655918881297 7011737.25979934446513653, 909401.31426207255572081 7011752.98356138914823532, 909419.37028347922023386 7011753.87463738024234772, 909420.13838796585332602 7011738.15087357722222805, 909402.08236655918881297 7011737.25979934446513653)))",120822105,284.59,residential
386,yes,"MultiPolygon (((909573.28061145020183176 7011675.07048957049846649, 909580.61656589340418577 7011675.51602319814264774, 909580.61656589340418577 7011686.98852269165217876, 909585.68160272447858006 7011687.34123734105378389, 909589.39967371698003262 7011686.65437198989093304, 909592.10473734315019101 7011682.94158732891082764, 909592.10473734315019101 7011677.53948873654007912, 909600.88784516684245318 7011648.46846434753388166, 909604.95100658072624356 7011649.48947554081678391, 909596.50185722950845957 7011678.20778939500451088, 909596.83581570198293775 7011684.6309041315689683, 909600.88784516684245318 7011688.00953882187604904, 909604.27195768686942756 7011684.6309041315689683, 909608.66907757322769612 7011685.29920538887381554, 909631.97937894554343075 7011627.52848182618618011, 909573.85947280214168131 7011620.77126516308635473, 909574.53852169599849731 7011607.92514379229396582, 909563.05035024613607675 7011606.56999057438224554, 909562.20432211621664464 7011620.73413761612027884, 909554.93515936750918627 7011620.73413761612027884, 909554.24497852451168001 7011630.25735940784215927, 909550.09276151796802878 7011630.25735940784215927, 909550.61596312455367297 7011622.64620657172054052, 909543.00170995434746146 7011621.43956106062978506, 909541.96643868996761739 7011632.68921708781272173, 909546.4637461177771911 7011633.02336553204804659, 909545.59545408992562443 7011640.98724087048321962, 909559.43246679531875998 7011640.82016647979617119, 909559.08737637393642217 7011656.20958883594721556, 909572.4123194218846038 7011658.64145443495362997, 909574.13777152914553881 7011652.5710737481713295, 909595.42205816879868507 7011654.81729970499873161, 909592.65020284813363105 7011665.89992792904376984, 909573.79268110764678568 7011662.44704713299870491, 909573.28061145020183176 7011675.07048957049846649)))",120822099,3408.87,residential
385,yes,"MultiPolygon (((909334.37785225873813033 7011711.5857657790184021, 909322.25515971146523952 7011711.54863780830055475, 909322.21063191501889378 7011722.98406114522367716, 909334.33332446240819991 7011723.02118916809558868, 909334.37785225873813033 7011711.5857657790184021)))",120822098,138.63,residential
108,yes,"MultiPolygon (((909863.9246699622599408 7011097.5127756679430604, 909854.11742282344494015 7011101.1695999363437295, 909861.29752997972536832 7011120.47468986734747887, 909861.95431497518438846 7011122.25670052506029606, 909871.77269406302366406 7011118.59986658114939928, 909865.20484410645440221 7011100.94684917293488979, 909863.9246699622599408 7011097.5127756679430604)))",98639005,235.57,residential
383,yes,"MultiPolygon (((909411.5222593784565106 7011718.12029142212122679, 909410.72075904463417828 7011731.50494731962680817, 909430.25732967886142433 7011732.67448142543435097, 909431.04769806354306638 7011719.27125956118106842, 909411.5222593784565106 7011718.12029142212122679)))",120822092,262.52,residential
382,yes,"MultiPolygon (((909546.17431544174905866 7011704.64283815678209066, 909545.08338443213142455 7011709.20957596320658922, 909551.99632481031585485 7011710.84320638701319695, 909550.47124778665602207 7011717.22921942919492722, 909558.43059137812815607 7011719.12274753767997026, 909561.0354674628470093 7011708.1699931463226676, 909546.17431544174905866 7011704.64283815678209066)))",120822091,125.36,residential
381,yes,"MultiPolygon (((909300.53672705753706396 7011682.68169246893376112, 909288.36950671370141208 7011678.63475928921252489, 909280.2543158350745216 7011697.8855561139062047, 909292.64417516021057963 7011702.58223780337721109, 909300.53672705753706396 7011682.68169246893376112)))",120822088,275.35,residential
380,yes,"MultiPolygon (((910568.78855371614918113 7012434.89003272727131844, 910556.72152091411408037 7012455.77643945254385471, 910644.83089787722565234 7012506.66523823421448469, 910656.82000703539233655 7012485.8900928795337677, 910623.82490996434353292 7012466.82305002771317959, 910592.69998033856973052 7012448.68433787208050489, 910568.78855371614918113 7012434.89003272727131844)))",120654310,2447.4,residential
367,yes,"MultiPolygon (((910388.29513134399894625 7012843.75371711235493422, 910433.85819892573636025 7012872.34636788815259933, 910468.92383852554485202 7012816.47939453646540642, 910423.36077094380743802 7012787.88694419898092747, 910388.29513134399894625 7012843.75371711235493422)))",120626540,3548.08,residential
447,yes,"MultiPolygon (((908656.94309103628620505 7011370.64689682889729738, 908664.51281641004607081 7011363.81564524676650763, 908659.81513389863539487 7011358.61795774661004543, 908652.24540852464269847 7011365.44920487236231565, 908656.94309103628620505 7011370.64689682889729738)))",246299862,71.44,residential
518,yes,"MultiPolygon (((910171.85664539446588606 7011032.76684515178203583, 910153.31081822840496898 7011008.78425438050180674, 909934.41217153251636773 7011178.18605002667754889, 909952.70196386985480785 7011201.8350201491266489, 909971.61514535557944328 7011187.18898563925176859, 909989.96059743838850409 7011172.98848357796669006, 909985.24065102869644761 7011166.88134734053164721, 909991.35209107340779155 7011162.14785590209066868, 909998.56559407652821392 7011156.56048335414379835, 910003.07403345382772386 7011162.38917108252644539, 910027.41960609017405659 7011143.56660885270684958, 910048.63710103544872254 7011127.13866926357150078, 910044.61846741801127791 7011121.94113610498607159, 910051.9655538103543222 7011116.26097874529659748, 910058.477744021685794 7011111.21195338293910027, 910062.64109297748655081 7011116.59510553907603025, 910089.14626373525243253 7011096.0834590271115303, 910111.89996765356045216 7011078.48617902025580406, 910108.05944522097706795 7011073.52999007795006037, 910113.6810795059427619 7011069.18636634945869446, 910120.01515853218734264 7011064.2858706284314394, 910124.17850748787168413 7011069.66899108979851007, 910148.10106605931650847 7011051.16220942046493292, 910171.85664539446588606 7011032.76684515178203583)))",510453074,7923.87,residential
32,yes,"MultiPolygon (((910459.04979969211854041 7010569.5369349978864193, 910475.11320221377536654 7010589.78736729919910431, 910495.3510856400243938 7010573.71323442365974188, 910479.28768311836756766 7010553.48140424862504005, 910459.04979969211854041 7010569.5369349978864193)))",87222340,667.69,residential
33,yes,"MultiPolygon (((910433.01217079570051283 7010630.04708717484027147, 910458.97187604859936982 7010633.59232812654227018, 910462.47844000847544521 7010607.79191951733082533, 910436.51873475557658821 7010604.24669004045426846, 910433.01217079570051283 7010630.04708717484027147)))",87222341,682.2,residential
35,yes,"MultiPolygon (((910495.38448148721363395 7010538.40965220890939236, 910524.43886858422774822 7010574.47424921859055758, 910541.67112575890496373 7010560.60894222930073738, 910512.61673866189084947 7010524.52584673371165991, 910495.38448148721363395 7010538.40965220890939236)))",87223949,1024.75,residential
37,yes,"MultiPolygon (((908327.68230116786435246 7010939.21287458389997482, 908332.40224757755640894 7010953.87701565399765968, 908339.45990329363849014 7010975.79902875237166882, 908338.1463333023712039 7010976.22596102487295866, 908343.13344649004284292 7010991.72547405585646629, 908390.61120931326877326 7010976.44870829954743385, 908385.62409612582996488 7010960.94922497682273388, 908356.00197962566744536 7010970.47165846638381481, 908344.23550944868475199 7010933.88552874978631735, 908327.68230116786435246 7010939.21287458389997482)))",88177731,1480.45,residential
38,yes,"MultiPolygon (((908290.56838293734472245 7010933.25441484432667494, 908312.59851016534958035 7010925.64392757415771484, 908308.95836281648371369 7010915.119192517362535, 908286.92823558847885579 7010922.71110759116709232, 908290.56838293734472245 7010933.25441484432667494)))",88177732,259.74,residential
509,yes,"MultiPolygon (((908729.61245462601073086 7011581.63892528321594, 908735.81295026326552033 7011587.13377735204994678, 908740.13214650598820299 7011582.2515268437564373, 908733.92051891982555389 7011576.77524181548506021, 908729.61245462601073086 7011581.63892528321594)))",340248471,53.9,residential
507,yes,"MultiPolygon (((909571.12101332866586745 7010393.59606842324137688, 909572.51250696356873959 7010393.16916736215353012, 909580.56090614793356508 7010390.68200511112809181, 909576.60906422487460077 7010377.87498789001256227, 909567.16917140560690314 7010380.78904652502387762, 909571.12101332866586745 7010393.59606842324137688)))",330480288,132.43,residential
506,yes,"MultiPolygon (((909703.92516584508121014 7010351.61138651799410582, 909721.03497158002573997 7010349.79242651909589767, 909719.50989455613307655 7010335.40780848637223244, 909702.40008882118854672 7010337.22676520235836506, 909703.92516584508121014 7010351.61138651799410582)))",330480287,248.89,residential
39,yes,"MultiPolygon (((908331.28905266954097897 7010925.08706293907016516, 908351.73844312818255275 7010918.10769612248986959, 908347.04076061677187681 7010904.29747766815125942, 908326.56910625996533781 7010911.27683239243924618, 908331.28905266954097897 7010925.08706293907016516)))",88177733,315.43,residential
34,yes,"MultiPolygon (((910426.66695982054807246 7010682.26066438388079405, 910475.30244534788653255 7010688.14469008147716522, 910478.35259939555544406 7010662.88238963112235069, 910429.71711386810056865 7010656.99838257674127817, 910426.66695982054807246 7010682.26066438388079405)))",87222342,1246.59,residential
24,yes,"MultiPolygon (((910787.14173490728717297 7012323.57104962039738894, 910806.51132630533538759 7012335.69427236262708902, 910818.63401885260827839 7012316.29341174103319645, 910816.36310124048031867 7012314.97526885662227869, 910804.1290892023826018 7012307.38202747795730829, 910799.5872539778938517 7012304.11452240962535143, 910787.14173490728717297 7012323.57104962039738894)))",51931894,518.44,residential
23,yes,"MultiPolygon (((910662.17447454272769392 7012330.68160528875887394, 910761.92787024262361228 7012392.63467860035598278, 910795.71333569835405797 7012338.23773797601461411, 910721.05135322315618396 7012291.17447288427501917, 910695.95993999834172428 7012276.2850875174626708, 910662.17447454272769392 7012330.68160528875887394)))",51931893,7553.97,residential
547,yes,"MultiPolygon (((909638.32458992069587111 7011615.46202751994132996, 909653.02989465452264994 7011581.56467055343091488, 909631.13335081550758332 7011572.06007059849798679, 909616.41691413254011422 7011605.95738714002072811, 909638.32458992069587111 7011615.46202751994132996)))",768435949,882.24,residential
503,yes,"MultiPolygon (((908492.69118237087968737 7012580.20486082974821329, 908505.97159762249793857 7012587.48273970372974873, 908513.63037858891766518 7012573.48396838176995516, 908500.34996333729941398 7012566.22466826811432838, 908492.69118237087968737 7012580.20486082974821329)))",323013232,241.45,residential
502,yes,"MultiPolygon (((908141.83441128849517554 7013499.99946091696619987, 908186.91880505974404514 7013475.67521890252828598, 908177.91305825451854616 7013458.98251867853105068, 908146.13134363305289298 7013476.12085320241749287, 908140.55423714441712946 7013465.79699831083416939, 908134.6320402342826128 7013468.99070738721638918, 908126.30534232291392982 7013453.5606480436399579, 908104.17502755310852081 7013465.49990915693342686, 908114.14925392821896821 7013484.01229807082563639, 908128.91021840739995241 7013476.04658081941306591, 908141.83441128849517554 7013499.99946091696619987)))",323013196,1648.9,residential
40,yes,"MultiPolygon (((910324.7205701518105343 7012938.38835662975907326, 910328.91731495468411595 7012941.26621789298951626, 910335.84138728212565184 7012931.14729095343500376, 910331.63351053022779524 7012928.26943333819508553, 910324.7205701518105343 7012938.38835662975907326)))",88193760,62.43,residential
500,yes,"MultiPolygon (((910912.43182179483119398 7012123.64264389686286449, 910925.23356323631014675 7012131.66270438581705093, 910927.74938372813630849 7012127.65267313271760941, 910939.91660407185554504 7012135.26430825423449278, 910952.64042186958249658 7012114.9728190628811717, 910941.64205617923289537 7012108.08523475285619497, 910932.73649691557511687 7012122.28740299213677645, 910918.75476887216791511 7012113.5433199442923069, 910912.43182179483119398 7012123.64264389686286449)))",316761124,500.89,residential
69,yes,"MultiPolygon (((908962.94923927797935903 7010983.89218346122652292, 908967.35749111312907189 7010996.68161212466657162, 908984.11107447755057365 7010990.90873249527066946, 908980.25942009629216045 7010979.73423139564692974, 908971.08669405477121472 7010982.88981981948018074, 908970.53009660099633038 7010981.27490087877959013, 908962.94923927797935903 7010983.89218346122652292)))",89396177,223.19,residential
71,yes,"MultiPolygon (((908919.69048515555914491 7011020.08873283304274082, 908950.55937995249405503 7011010.99317419715225697, 908945.76150989916641265 7010994.69544406328350306, 908933.4495742175495252 7010998.31509651243686676, 908931.50148312863893807 7010991.70691174734383821, 908919.60142956289928406 7010995.23375124949961901, 908921.74989573506172746 7011002.52874527499079704, 908915.09299018583260477 7011004.47779061086475849, 908919.69048515555914491 7011020.08873283304274082)))",89396179,627.28,residential
72,yes,"MultiPolygon (((908943.93587025033775717 7010960.70791589468717575, 908953.10859629162587225 7010987.28908341564238071, 908962.94923927797935903 7010983.89218346122652292, 908970.53009660099633038 7010981.27490087877959013, 908961.35737055947538465 7010954.69375341385602951, 908943.93587025033775717 7010960.70791589468717575)))",89396180,518.25,residential
73,yes,"MultiPolygon (((909011.64038455078843981 7010929.48629462998360395, 909018.90954729949589819 7010950.68431428633630276, 909031.46638586092740297 7010946.37788191437721252, 909024.18609116319566965 7010925.17987370770424604, 909011.64038455078843981 7010929.48629462998360395)))",89396181,297.39,residential
464,yes,"MultiPolygon (((910332.04539264622144401 7011631.64964425098150969, 910316.58311537478584796 7011634.78692698385566473, 910308.87980661215260625 7011636.36485071945935488, 910303.01326944713946432 7011637.55293467734009027, 910305.75172892061527818 7011651.01171065494418144, 910334.78385211958084255 7011645.10841025225818157, 910332.04539264622144401 7011631.64964425098150969)))",249075121,406.95,residential
462,yes,"MultiPolygon (((910357.39284069975838065 7011634.4156508557498455, 910354.77683266613166779 7011624.85529652424156666, 910346.46126670390367508 7011627.12007845845073462, 910349.07727473741397262 7011636.6989993117749691, 910357.39284069975838065 7011634.4156508557498455)))",249075119,85.53,residential
460,yes,"MultiPolygon (((910334.4276297491742298 7011668.35036036930978298, 910334.7504562723916024 7011659.55108374264091253, 910306.39738196728285402 7011658.49294354021549225, 910306.06342349504120648 7011667.31078288145363331, 910334.4276297491742298 7011668.35036036930978298)))",249075117,250.14,residential
